hashtag,GRUENE,LINKE,CDUCSU,SPD,AFD,FDP
30jahreeinheit,0,1,0,0,0,0
31,0,2,0,0,0,0
314,0,1,0,0,0,0
3257894326387,0,0,0,0,1,0
33,0,0,0,1,0,0
34,0,1,0,0,2,0
35,1,0,0,0,0,0
36,0,0,0,0,1,0
39,0,1,0,0,0,0
40,0,0,0,1,0,0
45,1,0,0,0,0,0
48,0,1,0,0,0,0
4genderstudies,5,3,0,0,0,0
50,2,1,0,2,6,0
500,1,1,0,0,0,1
60,0,1,0,0,2,0
65,0,1,0,0,1,0
68,0,0,0,0,1,0
69,1,1,0,1,0,0
70,1,0,0,0,1,0
73,0,0,0,0,1,0
74,0,1,0,0,0,0
7429,0,1,0,0,0,0
75,0,1,0,0,1,0
80,0,1,0,0,1,0
83,0,0,0,0,1,0
86453,0,0,0,0,1,0
86609,0,0,0,0,1,0
87,0,0,1,0,0,0
8maerz,1,0,0,0,0,0
8märz,0,2,0,0,0,0
90,0,1,0,0,1,0
90er,1,0,0,0,0,0
aas,0,0,0,0,1,0
ab,0,0,0,0,1,1
abafazi,0,1,0,0,0,0
abarbeiten,0,0,1,0,0,0
abbau,1,0,0,0,0,0
abbauen,1,0,1,0,0,0
abend,0,1,0,0,2,0
abendnachrichten,0,0,0,1,0,0
abenteuerliche,0,0,0,0,1,1
aber,7,3,4,4,15,0
abfinden,1,0,0,0,0,0
abgeben,0,0,0,1,0,0
abgebildet,0,0,0,0,0,1
abgehoben,0,0,0,0,1,0
abgeordnete,1,1,0,1,0,0
abgesehen,0,1,0,0,0,0
abgewirtschaftet,0,0,0,0,1,0
abgrund,0,0,0,0,1,0
abhauen,0,0,0,0,1,0
abheben,0,0,0,0,1,0
abhängig,0,0,0,0,1,0
ablehnen,2,2,4,1,0,1
ablehnung,1,1,0,0,0,0
ablenken,0,1,0,0,0,0
ablenkungsdebatte,0,1,0,0,0,0
about,0,2,0,0,0,0
abrackern,0,1,0,0,0,0
abrüstungsdebatte,1,0,0,0,0,0
absage,0,0,0,0,1,0
abschaffen,2,1,0,0,1,2
abschaffung,0,1,0,0,1,0
abschauen,0,0,0,1,0,0
abschluss,0,1,0,0,0,0
abschluß,1,0,0,0,1,0
abschmettern,1,0,0,0,0,0
absicht,1,0,0,0,0,0
absofort,0,0,0,0,1,0
absolut,0,1,2,0,0,0
absolutheitsansprüche,1,0,0,0,0,0
absolventen,0,1,0,0,0,0
abstehen,1,0,0,0,0,0
abstieg,0,0,0,0,1,0
abstimmen,0,1,0,0,0,0
abstimmung,0,1,0,0,0,0
abstrafen,0,0,0,0,1,0
abstraktebilder,0,0,0,0,1,0
abstruse,0,0,0,0,1,0
absurd,0,3,0,0,3,0
absurdistan,0,0,2,0,0,0
abtreibung,0,0,0,0,1,0
abtreibungsgegner,0,1,0,0,0,0
abwechslung,1,0,0,0,0,0
abwehrgefechten,0,0,1,0,0,0
abweichend,0,0,0,1,0,0
abwenden,0,1,0,0,1,0
abwiegen,0,0,0,1,0,0
abwrackprämie,0,0,0,1,0,0
academic,1,0,0,0,0,0
academy,1,0,0,0,0,0
access,0,1,0,1,0,0
accessibility,0,1,0,0,0,0
account,0,1,0,0,0,0
accounts,0,2,0,0,0,0
ach,0,1,0,0,1,0
achieve,1,0,0,2,0,0
achtung,0,0,0,1,0,0
across,0,0,0,1,0,0
activism,0,0,0,1,0,0
activist,1,0,0,0,0,0
activists,0,0,0,1,0,0
adabsurdum,0,0,0,0,1,0
adac,0,0,0,0,1,0
adam,0,0,0,0,1,0
additional,0,0,0,1,0,0
addressing,0,0,0,1,0,0
adeln,0,0,1,0,0,0
adviser,1,0,0,0,0,0
afd,6,6,2,5,84,2
afdbpt21,0,0,0,0,1,0
afdimbundestag,0,0,0,0,11,0
afdwirkt,0,0,0,0,12,0
afdwählen,0,0,0,0,3,0
affairs,0,0,0,1,0,0
afghan,0,0,0,0,1,0
afghanin,0,0,0,0,1,0
afghanistan,0,0,1,0,1,0
africa,0,2,0,0,0,0
afrikaans,0,2,0,0,0,0
afrikanisch,0,0,0,0,1,0
afrikanische,0,0,0,0,1,0
after,0,1,0,0,0,1
afternoon,1,0,0,0,0,0
again,0,1,0,2,0,0
against,0,1,0,2,0,0
agency,1,0,0,0,0,0
agenda,0,0,1,1,2,1
agieren,0,0,1,0,1,0
agree,0,0,0,1,0,0
agreement,0,0,0,2,0,0
ahistorisch,0,0,0,1,0,0
ahnden,0,0,0,1,0,0
ahnen,0,0,0,0,1,0
ahnung,0,0,0,0,2,0
ahnungslos,1,0,0,0,0,0
ahoi,0,0,0,0,1,0
aka,0,1,0,0,0,0
akademisch,0,0,0,0,0,1
akademische,0,0,0,0,1,0
akk,0,0,0,0,2,1
akt,0,0,0,0,0,1
aktion,0,0,0,0,2,0
aktionsplan,0,1,0,0,0,0
aktionswoche,0,1,0,0,0,0
aktiv,0,2,0,0,1,0
aktivistinnen,0,1,0,0,0,0
aktuell,2,1,1,1,3,1
akzeptanz,0,0,0,0,1,1
akzeptieren,1,0,0,0,0,0
akşamlı,0,1,0,0,0,0
alaaf,0,0,0,0,1,0
alarmismus,0,0,0,0,1,0
albern,0,0,0,0,1,0
alerta,1,0,0,0,0,0
alexy,0,0,0,0,1,0
algorithmen,1,0,0,0,0,0
alimentierten,0,0,0,0,1,0
all,2,2,1,2,4,1
alle,0,3,1,0,4,0
alleine,1,1,0,0,0,0
alleinerziehend,0,1,0,0,0,0
alleinerziehende,0,1,0,0,0,0
allem,0,0,1,0,0,0
allensbach,0,0,0,0,1,0
allenthalben,0,0,0,0,1,0
aller,1,0,0,0,0,0
allerdings,1,0,0,0,0,0
allerschlimmsten,0,0,0,0,1,0
allerwichtigste,0,0,0,0,1,0
allesistdrin,1,0,0,0,0,0
alleviate,0,0,0,1,0,0
allgemeinverbindlichkeit,1,0,0,0,0,0
allies,0,0,0,1,0,0
alltag,0,0,0,0,0,2
alltagssprache,0,0,0,0,0,1
alltagssprachliche,0,0,0,0,0,2
als,1,2,2,0,4,1
also,3,1,0,1,5,0
alt,2,2,1,2,4,1
altenburgerland,0,0,0,0,4,0
altenpflege,1,0,0,0,0,0
alter,1,0,0,0,0,0
altern,0,1,0,0,0,0
alternativ,1,1,2,0,3,0
alternative,0,0,0,0,1,0
altersarmut,0,4,0,1,0,0
alterung,0,0,0,0,1,0
alterweissermann,0,0,0,0,1,0
alterweißermann,1,0,0,0,0,0
altparteien,0,0,0,0,2,0
altparteienpolitiker,0,0,0,0,1,0
alumni,0,1,0,0,0,0
always,0,1,0,1,0,0
am,0,3,0,1,5,0
amazing,0,0,0,2,0,0
ambassadors,0,0,0,2,0,0
ambitioniert,1,0,0,0,0,0
ambitious,0,0,0,1,0,0
ambitiously,0,0,0,1,0,0
amen,0,0,0,0,5,1
amenandawoman,0,0,0,0,4,0
amerikanische,0,0,0,0,1,0
aminext,0,1,0,0,0,0
among,0,0,0,1,0,0
ampelzeichen,0,1,0,0,0,0
amthor,0,0,0,1,0,0
amtlich,0,0,1,0,3,0
amtliche,0,0,0,0,1,0
amtseid,0,0,0,0,1,0
amtskirchen,0,0,0,0,2,0
amy,0,0,0,0,0,1
an,1,0,2,0,2,1
analog,0,0,0,1,0,0
analyse,2,0,3,0,0,1
anbeter,0,0,0,0,1,0
anbetracht,0,0,0,0,1,0
and,12,10,1,24,0,1
ander,0,1,0,0,3,0
andersdenkender,0,0,0,0,1,0
andersgläubige,0,0,0,0,1,0
andersherum,1,0,0,0,0,0
anderslautende,0,0,0,0,1,0
andrea,0,0,0,0,1,0
android,0,0,1,0,0,0
anerkannt,0,0,1,0,0,0
anerkennen,0,2,0,0,0,0
anfang,0,2,1,0,3,0
anfangen,0,1,0,0,0,0
anfangs,0,0,0,0,0,1
anfeindung,1,0,0,0,0,0
anfrage,0,0,0,0,3,0
anfragen,2,0,0,0,1,0
angabe,0,0,0,0,1,0
angeblich,2,2,0,0,2,0
angebot,0,0,0,0,1,0
angehörige,0,0,1,0,0,0
angemessen,0,0,0,0,1,0
angenommen,0,1,0,0,0,0
angesehen,0,0,0,0,1,0
angesichts,1,0,1,0,0,0
anglizismen,0,0,0,0,1,0
anglizismus,1,0,1,0,0,1
anglizismus2018,2,0,0,0,0,0
angriff,3,3,0,0,1,0
angst,2,0,0,0,0,0
anhalt,0,0,0,0,6,0
anhebung,0,0,0,0,1,0
anheim,0,0,0,0,1,0
anhängen,0,0,0,0,1,0
anhänger,0,0,0,0,1,0
anhören,0,1,0,0,0,0
anihrentatensollenwirsiemessen,1,0,0,0,0,0
anja,1,0,0,0,0,0
anklicken,0,0,0,0,1,0
anknüpfen,0,1,0,0,1,0
ankommen,0,0,0,0,4,0
anlass,0,0,1,0,0,0
anlauf,1,0,0,0,0,0
anleitung,0,0,0,0,1,0
anliegen,1,0,0,0,1,0
anlässlich,1,0,0,0,0,0
anmahnen,0,0,0,0,1,0
anmaßen,0,0,0,0,1,0
anmelden,1,0,0,0,3,0
anmeldung,0,1,0,0,1,1
annalena,0,0,1,0,1,0
annehmen,0,0,0,0,1,0
annewill,2,0,1,0,3,0
annika,1,0,0,0,0,0
announce,0,0,0,1,0,0
annoyed,0,1,0,0,0,0
anpassen,1,0,0,0,0,0
anprangern,0,0,0,0,1,0
anreden,0,0,0,0,1,0
anreiz,1,0,0,0,0,0
anreizen,1,0,0,0,0,0
ans,2,0,0,0,0,0
anschauen,1,0,1,1,0,0
anscheinen,0,0,0,1,0,0
anschließend,0,0,0,0,1,0
anschreiben,0,0,0,0,1,0
anschuldigung,0,1,0,0,0,0
ansehen,0,0,0,0,1,1
ansicht,0,0,1,1,0,0
ansonsten,0,0,2,0,1,0
ansprache,0,0,0,0,1,0
ansprechen,1,1,1,0,0,0
anspruch,2,0,0,0,1,0
anstandleben,0,0,0,1,0,0
anstatt,0,1,0,0,3,0
anstrengen,0,0,0,0,0,1
antarktisch,0,0,0,0,1,0
anteil,0,0,0,1,0,0
anthropologische,0,0,0,0,1,0
anti,2,2,0,0,1,0
antiaufklärerisch,0,0,0,0,1,0
antidiskriminierung,0,0,0,0,1,0
antifa,0,1,0,0,5,0
antifeministischen,0,0,0,1,0,0
antirassisten,0,0,0,0,1,0
antisexismus,0,0,0,0,1,0
antje,0,0,0,0,0,1
antrag,4,1,0,0,3,0
antreffen,0,0,0,0,0,1
anträge,0,0,0,0,1,0
anträgen,0,0,0,0,1,0
antun,0,0,0,1,0,0
antwort,2,1,1,1,6,1
anwalt,0,0,0,0,2,0
anwenden,0,0,1,1,0,0
anwendung,0,0,0,0,0,1
anybody,0,1,0,0,0,0
anzahl,0,0,1,0,1,0
anzeige,0,0,0,0,1,0
anzeigen,0,0,0,0,1,0
anzug,0,1,0,0,0,0
aperçu,0,0,0,1,0,0
apostolin,0,0,0,0,1,0
apotheker,0,0,0,0,1,0
apparent,0,1,0,0,0,0
applaus,0,1,0,0,0,0
apple,0,0,0,0,1,0
april,0,1,0,0,0,0
apropos,0,0,1,0,0,0
arbeit,4,7,1,6,0,1
arbeiten,4,4,2,1,1,0
arbeitgeber,0,0,0,0,0,1
arbeitnehmer,0,0,0,1,1,0
arbeitnehmerinteressen,0,0,0,0,1,0
arbeitnehmerrechte,0,0,0,0,1,0
arbeitsagentur,0,0,0,0,1,0
arbeitsaufwand,0,1,0,0,0,0
arbeitsbedingungen,0,1,0,0,0,0
arbeitserfahrung,0,0,0,0,0,1
arbeitsplatz,0,0,0,0,1,0
arbeitsplätze,0,0,0,0,2,0
arbeitstag,1,0,0,0,0,0
arbeitsteilung,2,0,0,0,0,0
arbeitswelt,0,0,0,0,1,0
arbeitszeit,1,0,0,0,0,1
arbeitszeitregeln,0,0,0,0,0,1
ard,1,0,0,0,1,0
are,0,3,0,4,0,0
arendt,0,0,0,0,1,0
argued,0,0,0,1,0,0
argument,1,2,0,0,1,1
argumentation,0,1,0,0,0,0
argumentative,0,0,0,0,1,0
arkadaşlar,0,1,0,0,0,0
arm,0,0,0,0,7,0
arme,0,1,0,0,1,0
armes,0,0,0,0,1,0
armin,0,0,1,0,0,0
armut,0,1,0,0,2,0
armutsbekämpfung,0,1,0,0,0,0
armutsrisiko,0,1,0,0,0,0
armutszeugnis,0,0,0,0,1,0
arndt,0,0,0,0,1,0
around,0,0,0,1,0,0
arrangieren,0,0,0,0,1,0
arrived,0,0,0,1,0,0
art,0,0,0,1,2,0
artenverlust,1,0,0,0,0,0
artig,0,0,0,0,1,0
artikel,1,1,1,0,2,1
arzt,2,0,0,1,1,0
as,0,0,0,2,0,0
asia,0,0,0,0,1,0
aspect,2,0,0,0,0,0
aspekt,0,0,0,0,0,1
asse,0,0,0,0,1,0
asselborn,0,0,0,0,1,0
asta,0,0,0,0,1,0
astrologie,0,0,0,0,1,0
asum,0,0,0,0,1,0
asyl,0,0,0,0,1,0
asylbewerbenden,0,0,0,0,1,0
at,3,2,0,4,0,1
atempause,0,0,0,0,1,0
atom,0,0,0,0,1,0
attack,2,0,0,0,0,0
attacke,1,0,0,0,0,0
attackieren,0,1,0,0,0,0
attempt,1,0,0,0,0,0
attention,1,0,0,1,0,0
attraktiv,1,0,0,0,0,0
auch,3,4,0,1,4,1
audi,0,0,0,0,1,0
auf,0,0,1,0,3,0
aufarbeitung,0,0,0,0,0,1
aufatmen,1,0,0,0,1,0
aufaugenhöhe,0,1,0,0,0,0
aufbereiten,0,0,0,1,0,0
aufbruch,0,0,0,1,0,0
aufdruck,0,0,0,1,0,0
aufdrücken,0,0,1,0,0,0
aufeinander,0,0,0,0,1,0
auffassung,0,0,1,0,0,0
auffordern,0,0,0,1,0,0
aufgabe,2,0,0,0,0,1
aufgeben,0,0,0,0,1,0
aufgeklärt,0,0,0,0,1,0
aufgepasst,0,0,0,1,0,0
aufgreifen,0,0,0,1,0,0
aufgrund,1,1,1,0,1,0
aufhalten,1,0,0,0,0,0
aufklären,0,0,0,0,1,0
aufklärung,0,2,0,0,3,0
auflösen,0,0,0,0,2,0
auflösung,1,0,0,0,1,0
aufmerksam,0,0,0,1,0,0
aufmerksamkeit,1,0,0,0,0,0
aufoktroyieren,0,0,0,0,0,1
aufpassen,0,0,0,0,0,1
aufregen,0,1,0,1,1,0
aufruf,0,1,0,0,1,1
aufrufen,0,0,0,0,1,0
aufräumen,0,0,0,0,1,0
aufs,0,1,0,2,0,0
aufsatz,0,0,1,0,0,0
aufschlüsseln,0,0,0,1,0,0
aufschrei,0,0,1,0,0,0
aufsetzen,0,1,0,0,0,1
aufsichtsräten,0,0,0,1,0,0
aufsichtsrätinnen,0,0,0,1,0,0
aufstellen,0,1,0,0,0,0
aufstellung,0,0,0,0,1,0
auftakt,0,2,0,0,0,0
auftreten,0,0,0,0,0,1
auftritt,0,0,0,0,0,1
aufwachen,0,0,0,0,1,1
aufwerfen,0,1,0,0,0,0
aufwerten,0,1,0,0,0,0
aufzwingen,0,1,3,0,0,1
aus,0,0,1,3,4,0
ausbilden,1,0,0,0,0,0
ausbildung,0,0,0,1,1,0
ausbrechen,0,0,0,0,1,0
ausbreiten,0,0,0,0,1,0
ausdenken,0,0,1,0,2,0
ausdruck,0,1,1,1,2,0
ausdrucksstarken,0,0,0,0,1,0
ausdrücke,0,0,0,0,0,1
ausdrücken,1,0,0,0,1,2
ausdrücklich,1,0,1,0,0,0
auseinanderklafft,0,0,0,1,0,0
ausführlich,0,1,0,0,0,0
ausgeben,0,0,0,1,0,0
ausgebildet,0,0,0,0,1,0
ausgegendert,0,0,0,0,1,0
ausgesprochen,0,0,1,0,0,0
ausgewogen,0,1,0,0,0,0
ausgleich,0,0,1,0,1,0
ausgleichen,0,0,0,0,1,0
ausgrenzen,1,2,0,0,0,0
aushalten,0,0,1,0,0,1
auskundschaftende,0,0,0,0,1,0
auskunftsanspruch,0,1,0,0,0,0
auskunftsrecht,0,1,0,0,0,0
ausland,1,0,0,0,2,0
auslandjournal,0,0,0,0,1,0
auslasten,0,0,1,0,0,0
ausmachen,0,1,0,0,0,0
ausmeinerpost,0,0,0,1,0,0
ausmisten,0,0,0,0,2,0
ausnahme,0,0,0,0,0,1
ausnahmsweise,0,0,0,1,0,0
ausprägen,0,0,1,0,0,0
ausradieren,0,0,0,0,1,0
ausrichten,0,0,0,2,0,0
ausrotten,0,0,0,0,1,0
ausrufen,0,1,0,0,0,0
ausrüstung,0,0,0,0,3,3
aussage,0,0,1,0,2,0
ausschließlich,0,2,1,0,0,0
ausschuss,0,0,0,0,0,1
ausschusssitzung,1,0,0,0,0,0
aussehen,0,1,0,0,0,0
aussprechen,0,0,0,0,1,1
ausstatten,0,0,0,0,2,0
aussuchen,0,0,0,0,2,0
austauschs,0,0,0,0,1,0
auswahl,0,1,0,0,0,0
auswanderung,0,0,0,0,0,1
ausweitung,0,0,0,0,0,1
auswerten,0,0,0,0,0,1
auswertung,1,0,0,0,0,0
auswirken,0,0,0,0,1,0
auswirkung,1,1,0,0,0,0
auszeichnen,1,0,0,0,0,0
auszeichnung,1,0,0,0,1,0
ausüben,0,0,0,0,0,1
auto,0,2,0,0,2,0
autoindustrie,0,0,0,0,1,1
autokratisch,1,0,0,0,0,0
automobilhersteller,0,0,0,0,1,0
automobilindustrie,0,0,0,0,1,0
autoritär,0,1,0,0,0,1
autos,0,0,0,0,1,0
außen,1,0,0,0,1,0
außenpolitik,1,0,0,0,0,0
außerdem,1,0,0,0,0,0
außergewöhnlich,1,0,0,0,0,0
außerhalb,1,0,0,0,0,0
avangardistin,0,1,0,0,0,0
award,1,0,0,0,0,0
babos,0,0,0,1,0,0
bachelor,0,0,0,0,1,0
back,0,0,0,0,0,2
backstube,0,0,0,0,0,1
baden,0,0,0,2,0,0
bader,1,0,0,0,0,0
baer,0,0,0,0,2,0
baerbock,1,0,1,0,7,1
baerbockin,0,0,0,0,1,0
baerbocklügt,0,0,0,0,1,0
baerbocks,0,0,1,0,0,0
bafög,3,1,0,0,0,0
bag,0,0,0,1,0,0
bagatellisieren,0,0,0,0,1,0
bahnhof,1,0,0,0,0,0
balance,0,2,1,0,0,0
bald,0,0,0,0,3,0
bali,1,0,0,0,0,0
balla,0,0,0,0,2,0
banal,0,0,0,0,1,0
band,0,1,0,0,0,0
bans,0,0,0,1,0,0
bar,0,0,0,0,1,0
barbar,0,0,0,0,1,0
barbara,1,0,0,0,0,0
barcamp,1,0,0,0,0,0
barley,0,0,1,0,0,0
barnim,0,0,1,0,0,0
bartträgerinnen,0,0,0,0,1,0
based,0,3,0,8,0,0
basis,0,1,1,2,0,1
basisdemokratisch,0,0,0,0,1,0
basteln,0,0,0,0,1,0
bastian,0,1,0,0,0,0
battles,0,0,0,1,0,0
bau,1,0,0,0,0,0
bauen,0,0,0,0,2,0
baukran,0,0,0,0,1,0
baut,0,0,1,0,0,0
bawü,1,0,0,0,0,0
bay,1,0,0,0,0,0
bayer,0,0,0,0,2,0
bayern,0,1,0,2,0,0
bayertrend,0,0,0,0,1,0
bbc,1,0,0,0,0,0
be,1,0,0,2,0,0
beachvolleyball,1,0,0,0,0,0
beamte,0,0,0,0,0,1
beantworten,2,0,0,0,1,0
beantwortung,0,0,0,0,1,0
bearbeitung,0,0,0,0,0,1
beauftragte,0,0,0,0,2,0
beauftragter,1,0,0,0,0,0
beblo,1,0,0,0,0,0
because,1,0,0,1,0,0
bedarf,0,1,1,0,0,0
bedauerlich,0,0,1,0,0,0
bedauernswert,0,0,0,1,0,0
bedeuten,0,2,0,0,1,0
bedeutung,2,0,0,0,0,0
bedfordstrohm,0,0,0,0,1,0
bedingung,1,0,0,0,0,0
bedrohung,0,0,0,1,0,1
bedürfnis,1,1,0,0,0,0
beeinflussung,0,0,1,0,0,0
beeinträchtigung,0,0,0,0,1,0
beenden,1,1,0,0,1,0
beer,0,0,0,0,0,3
befangenheit,0,0,0,0,1,0
befassen,0,0,0,0,1,0
befasst,1,0,0,0,0,0
befinden,0,1,0,1,0,0
beflügeln,0,0,0,1,0,0
before,0,0,0,1,0,0
befreien,0,0,2,0,1,0
befriedet,0,0,0,0,1,0
befunden,0,0,1,0,0,0
befördern,0,0,1,0,0,0
befürworten,1,0,0,0,0,0
begeistern,0,0,0,0,0,1
begeisterung,1,0,0,0,0,0
beginnen,3,0,0,1,1,1
begreifen,0,1,1,0,2,1
begrenzt,0,0,0,1,0,0
begrenzung,0,0,1,0,0,0
begriff,0,1,0,0,0,0
begriffsstutzigkeit,0,0,0,1,0,0
begründung,1,0,0,0,0,0
begrüßen,0,0,0,0,0,1
begrüßung,0,0,0,0,2,0
begutachten,1,1,0,0,0,0
behalten,0,0,1,0,0,0
behandeln,0,0,0,0,1,0
behaupten,0,1,4,0,0,0
beherrschen,0,0,0,0,4,0
behäbig,0,1,0,0,0,0
behörde,0,0,2,0,4,0
behördenchaos,0,0,0,0,1,0
bei,0,3,2,0,6,1
beichtstuhl,0,0,0,0,0,1
beigefügt,0,0,1,0,0,0
beim,1,0,0,2,2,0
beirat,0,0,0,0,0,1
beiseite,0,1,0,0,0,0
beispiel,1,6,3,1,4,0
beispielsatz,0,0,0,0,0,1
beispielsweise,0,1,0,0,0,0
beitrag,1,0,2,1,1,1
beitragen,0,0,0,0,0,1
beitragsjahren,1,0,0,0,0,0
beitragszahler,0,0,1,0,0,0
bekenntnis,0,0,0,1,0,0
beklatschen,0,0,0,0,1,0
bekloppt,0,0,1,0,2,0
bekloppten,0,0,0,0,1,0
bekommen,1,3,0,0,2,1
bekämpfen,1,1,0,0,2,0
bekämpfung,1,1,0,0,0,0
belanglosigkeit,0,0,0,0,1,0
belarus,0,0,0,1,0,0
belegen,0,1,0,0,1,0
belehren,0,1,0,0,1,0
beleidigen,0,0,2,0,0,0
belieben,0,0,0,0,1,0
belächeln,0,0,0,1,2,0
belästigen,0,0,0,0,1,0
bemerkbar,0,1,0,0,0,0
bemerken,1,0,0,0,0,0
bemerkenswert,0,0,0,0,1,0
bemühen,0,0,0,0,0,1
benachteiligen,0,3,0,2,0,0
benachteiligung,0,3,0,0,0,0
bender,0,0,0,0,1,0
benefitted,0,0,0,1,0,0
benennen,1,0,0,0,0,0
benoten,0,0,1,0,0,1
benutzen,1,1,2,1,1,1
benzin,0,0,0,0,1,0
beobachten,0,0,0,0,1,0
beraten,0,0,0,0,1,0
berater,0,0,0,0,4,0
beratergate,0,0,0,0,1,0
beratung,1,0,0,0,0,0
berechnung,2,0,0,0,0,0
berechtigung,0,0,1,0,0,0
bereich,1,1,0,1,1,0
bereichern,0,0,0,0,2,0
bereinigen,0,0,1,0,2,0
bereit,0,0,0,0,0,1
bereiten,1,0,0,0,1,0
bereitschaft,0,1,0,0,0,0
bergen,0,0,0,0,0,1
berichten,1,0,0,1,2,0
berichtende,0,0,0,0,1,0
berichterstattung,1,0,1,1,1,0
berlin,3,1,1,1,17,1
berlinale,0,1,0,0,1,0
berlinas,0,0,0,0,0,1
berliner,1,0,0,0,4,1
bernhard,0,0,0,0,2,0
berufe,1,0,0,0,0,0
berufen,0,1,0,0,3,2
beruflich,1,0,1,0,0,0
berufserfahrung,0,0,0,0,0,1
berufsfelder,0,0,0,0,1,0
berufsgruppe,0,1,0,0,0,0
berufsschulen,1,0,0,0,0,0
berufsverbot,0,0,0,0,1,0
berufung,0,0,0,0,1,0
berücksichtigen,0,0,0,1,0,0
berücksichtigung,0,1,0,0,1,0
bescheiden,0,0,0,0,1,0
bescheinigen,0,0,0,0,2,0
bescheuert,0,1,0,0,0,0
beschimpfen,0,0,0,0,1,0
beschimpfung,1,0,0,0,0,0
beschiß,0,0,0,0,1,0
beschleichen,0,1,0,0,0,0
beschließen,0,1,0,0,1,0
beschluss,0,0,0,0,1,0
beschluß,0,0,0,0,1,0
beschränktheit,1,0,0,0,0,0
beschweren,0,0,1,0,0,0
beschädigen,0,0,0,0,1,0
beschäftigen,1,0,0,0,1,4
beschäftigt,0,0,0,0,0,2
beschäftigte,0,2,0,0,0,0
beschäftigungsmaßnahmen,0,0,0,0,1,0
beseitigen,1,0,0,0,1,0
beseitigung,0,0,0,1,0,0
besen,0,0,0,0,1,0
besetzung,1,0,0,0,0,0
besiegeln,0,0,0,0,0,1
besinnen,0,0,0,0,1,0
besinnlich,1,0,0,0,0,0
besonder,0,1,0,0,1,0
bespitzeln,0,0,0,0,1,0
besser,1,0,0,0,1,0
bessermenschen,0,0,0,0,1,0
best,0,0,0,3,0,0
bestehen,0,0,1,0,1,0
bestellbar,0,0,0,0,1,0
bestellen,0,0,1,0,0,0
bestens,0,0,0,1,0,0
bestensee,0,0,0,0,1,0
bestimmen,2,0,0,1,3,1
bestimmt,0,1,0,0,1,0
bestrafen,0,0,1,1,1,0
bestrebungen,0,0,0,0,1,0
bestätigen,0,0,0,0,3,0
bestürzend,0,1,0,0,0,0
besuchen,0,0,0,0,1,0
besuchender,0,0,0,0,1,0
besuchergruppe,1,0,0,0,0,0
betd2019,1,0,0,0,0,0
beteiligen,0,1,0,0,0,0
betrachtung,1,0,0,0,0,0
betragen,1,0,0,0,0,0
betreffen,0,1,0,0,1,0
betreiben,0,1,0,0,0,0
betrieb,1,0,0,1,0,0
betriebene,0,0,0,0,1,0
betrieblich,0,1,0,0,0,0
betriebsgröße,0,0,0,0,0,1
betroffene,0,0,0,0,1,0
better,1,0,0,0,0,0
beurteilen,0,0,0,0,1,0
bevor,0,0,0,0,1,1
bevormunden,1,0,0,0,0,0
bevormundung,0,0,1,0,1,0
bevormundungsscheisse,1,0,0,0,0,0
bevorzugen,0,0,0,0,0,1
bevölkerung,1,0,8,0,3,1
bewaffnen,0,0,0,0,0,1
bewahren,0,0,0,0,1,0
bewegung,0,0,0,0,1,0
beweisen,0,1,0,1,1,0
