,AFD,CDUCSU,FDP,GRUENE,LINKE,SPD,var
2020-01-14,11.0,3.0,1.0,4.0,0.0,2.0,Gender
2020-01-15,11.0,3.0,1.0,5.0,0.0,2.0,Gender
2020-01-16,11.0,3.0,1.0,5.0,0.0,2.0,Gender
2020-01-17,10.0,3.0,2.0,4.0,0.0,1.0,Gender
2020-01-18,10.0,3.0,2.0,4.0,0.0,1.0,Gender
2020-01-19,10.0,3.0,2.0,3.0,0.0,1.0,Gender
2020-01-20,9.0,3.0,2.0,3.0,0.0,1.0,Gender
2020-01-21,9.0,3.0,1.0,3.0,0.0,1.0,Gender
2020-01-22,9.0,3.0,1.0,3.0,0.0,1.0,Gender
2020-01-23,9.0,3.0,1.0,3.0,0.0,1.0,Gender
2020-01-24,9.0,3.0,1.0,3.0,0.0,1.0,Gender
2020-01-25,9.0,3.0,1.0,3.0,0.0,1.0,Gender
2020-01-26,9.0,3.0,1.0,3.0,0.0,1.0,Gender
2020-01-27,10.0,3.0,1.0,3.0,0.0,1.0,Gender
2020-01-28,10.0,3.0,1.0,3.0,0.0,1.0,Gender
2020-01-29,10.0,3.0,1.0,3.0,0.0,1.0,Gender
2020-01-30,10.0,3.0,1.0,3.0,0.0,1.0,Gender
2020-01-31,7.0,3.0,1.0,3.0,0.0,1.0,Gender
2020-02-01,7.0,3.0,1.0,3.0,0.0,1.0,Gender
2020-02-02,6.0,1.0,1.0,3.0,0.0,1.0,Gender
2020-02-03,3.0,1.0,1.0,4.0,0.0,1.0,Gender
2020-02-04,5.0,1.0,1.0,2.0,0.0,2.0,Gender
2020-02-05,6.0,1.0,1.0,2.0,0.0,2.0,Gender
2020-02-06,6.0,1.0,1.0,2.0,0.0,1.0,Gender
2020-02-07,6.0,1.0,1.0,4.0,0.0,1.0,Gender
2020-02-08,6.0,1.0,1.0,4.0,0.0,1.0,Gender
2020-02-09,6.0,1.0,1.0,4.0,0.0,1.0,Gender
2020-02-10,6.0,1.0,1.0,4.0,0.0,1.0,Gender
2020-02-11,6.0,0.0,2.0,4.0,0.0,1.0,Gender
2020-02-12,6.0,0.0,2.0,5.0,0.0,1.0,Gender
2020-02-13,5.0,0.0,2.0,5.0,0.0,1.0,Gender
2020-02-14,6.0,0.0,2.0,4.0,0.0,1.0,Gender
2020-02-15,6.0,1.0,2.0,4.0,0.0,1.0,Gender
2020-02-16,8.0,1.0,1.0,4.0,0.0,1.0,Gender
2020-02-17,8.0,1.0,1.0,4.0,0.0,1.0,Gender
2020-02-18,9.0,1.0,1.0,5.0,0.0,1.0,Gender
2020-02-19,9.0,1.0,1.0,5.0,0.0,1.0,Gender
2020-02-20,9.0,1.0,1.0,5.0,0.0,1.0,Gender
2020-02-21,9.0,1.0,1.0,5.0,0.0,1.0,Gender
2020-02-22,9.0,1.0,1.0,5.0,0.0,1.0,Gender
2020-02-23,9.0,1.0,1.0,5.0,0.0,1.0,Gender
2020-02-24,9.0,1.0,1.0,5.0,0.0,1.0,Gender
2020-02-25,9.0,1.0,1.0,5.0,0.0,1.0,Gender
2020-02-26,8.0,1.0,1.0,5.0,0.0,1.0,Gender
2020-02-27,8.0,1.0,1.0,5.0,0.0,1.0,Gender
2020-02-28,8.0,1.0,1.0,5.0,0.0,1.0,Gender
2020-02-29,8.0,1.0,1.0,5.0,0.0,1.0,Gender
2020-03-01,8.0,1.0,1.0,5.0,0.0,1.0,Gender
2020-03-02,8.0,1.0,1.0,5.0,0.0,1.0,Gender
2020-03-03,8.0,1.0,1.0,5.0,0.0,1.0,Gender
2020-03-04,8.0,1.0,1.0,4.0,0.0,1.0,Gender
2020-03-05,6.0,1.0,1.0,4.0,0.0,1.0,Gender
2020-03-06,5.0,1.0,5.0,5.0,1.0,1.0,Gender
2020-03-07,6.0,1.0,5.0,5.0,2.0,1.0,Gender
2020-03-08,6.0,1.0,5.0,4.0,3.0,1.0,Gender
2020-03-09,6.0,1.0,5.0,5.0,3.0,1.0,Gender
2020-03-10,6.0,1.0,5.0,5.0,3.0,1.0,Gender
2020-03-11,6.0,1.0,5.0,5.0,3.0,1.0,Gender
2020-03-12,6.0,1.0,4.0,5.0,3.0,1.0,Gender
2020-03-13,6.0,1.0,4.0,4.0,3.0,1.0,Gender
2020-03-14,5.0,1.0,4.0,4.0,3.0,1.0,Gender
2020-03-15,4.0,1.0,4.0,4.0,3.0,1.0,Gender
2020-03-16,4.0,0.0,4.0,4.0,3.0,1.0,Gender
2020-03-17,2.0,0.0,4.0,4.0,7.0,1.0,Gender
2020-03-18,2.0,0.0,4.0,4.0,8.0,1.0,Gender
2020-03-19,1.0,0.0,4.0,3.0,8.0,1.0,Gender
2020-03-20,1.0,0.0,4.0,3.0,8.0,1.0,Gender
2020-03-21,1.0,0.0,4.0,3.0,8.0,1.0,Gender
2020-03-22,1.0,0.0,4.0,3.0,8.0,1.0,Gender
2020-03-23,3.0,0.0,4.0,3.0,8.0,1.0,Gender
2020-03-24,3.0,0.0,4.0,3.0,8.0,1.0,Gender
2020-03-25,3.0,0.0,4.0,3.0,8.0,1.0,Gender
2020-03-26,4.0,0.0,4.0,3.0,8.0,1.0,Gender
2020-03-27,4.0,0.0,4.0,3.0,8.0,2.0,Gender
2020-03-28,4.0,0.0,4.0,3.0,8.0,3.0,Gender
2020-03-29,5.0,0.0,4.0,3.0,8.0,3.0,Gender
2020-03-30,5.0,0.0,4.0,3.0,8.0,3.0,Gender
2020-03-31,5.0,0.0,4.0,3.0,8.0,3.0,Gender
2020-04-01,5.0,0.0,4.0,3.0,8.0,3.0,Gender
2020-04-02,5.0,0.0,4.0,3.0,8.0,3.0,Gender
2020-04-03,5.0,0.0,4.0,4.0,8.0,3.0,Gender
2020-04-04,5.0,0.0,4.0,4.0,8.0,3.0,Gender
2020-04-05,5.0,0.0,0.0,3.0,7.0,3.0,Gender
2020-04-06,4.0,0.0,0.0,3.0,6.0,3.0,Gender
2020-04-07,5.0,0.0,0.0,2.0,5.0,3.0,Gender
2020-04-08,5.0,0.0,0.0,1.0,5.0,3.0,Gender
2020-04-09,5.0,0.0,0.0,1.0,5.0,3.0,Gender
2020-04-10,6.0,0.0,0.0,1.0,5.0,3.0,Gender
2020-04-11,6.0,0.0,0.0,1.0,5.0,3.0,Gender
2020-04-12,6.0,0.0,0.0,1.0,5.0,3.0,Gender
2020-04-13,7.0,0.0,0.0,1.0,5.0,3.0,Gender
2020-04-14,7.0,0.0,0.0,1.0,5.0,3.0,Gender
2020-04-15,8.0,0.0,0.0,1.0,5.0,3.0,Gender
2020-04-16,9.0,0.0,0.0,2.0,1.0,3.0,Gender
2020-04-17,9.0,0.0,0.0,2.0,0.0,3.0,Gender
2020-04-18,9.0,0.0,0.0,2.0,0.0,3.0,Gender
2020-04-19,9.0,0.0,0.0,2.0,0.0,3.0,Gender
2020-04-20,9.0,0.0,0.0,2.0,0.0,3.0,Gender
2020-04-21,9.0,0.0,0.0,2.0,0.0,3.0,Gender
2020-04-22,7.0,0.0,0.0,2.0,0.0,3.0,Gender
2020-04-23,7.0,0.0,0.0,2.0,0.0,3.0,Gender
2020-04-24,7.0,0.0,0.0,2.0,0.0,3.0,Gender
2020-04-25,6.0,0.0,0.0,2.0,0.0,3.0,Gender
2020-04-26,6.0,0.0,0.0,2.0,0.0,2.0,Gender
2020-04-27,6.0,0.0,0.0,3.0,0.0,1.0,Gender
2020-04-28,5.0,0.0,0.0,3.0,0.0,2.0,Gender
2020-04-29,5.0,0.0,0.0,3.0,0.0,2.0,Gender
2020-04-30,5.0,0.0,0.0,3.0,0.0,2.0,Gender
2020-05-01,5.0,0.0,0.0,3.0,0.0,2.0,Gender
2020-05-02,6.0,0.0,0.0,3.0,0.0,2.0,Gender
2020-05-03,6.0,0.0,0.0,2.0,0.0,2.0,Gender
2020-05-04,6.0,0.0,0.0,3.0,0.0,1.0,Gender
2020-05-05,6.0,0.0,0.0,3.0,0.0,1.0,Gender
2020-05-06,7.0,0.0,1.0,3.0,0.0,1.0,Gender
2020-05-07,6.0,0.0,1.0,3.0,0.0,1.0,Gender
2020-05-08,6.0,0.0,1.0,3.0,0.0,1.0,Gender
2020-05-09,6.0,0.0,1.0,3.0,0.0,1.0,Gender
2020-05-10,5.0,0.0,1.0,3.0,0.0,1.0,Gender
2020-05-11,5.0,0.0,1.0,3.0,0.0,1.0,Gender
2020-05-12,5.0,0.0,1.0,4.0,0.0,1.0,Gender
2020-05-13,5.0,0.0,1.0,4.0,0.0,1.0,Gender
2020-05-14,5.0,0.0,1.0,4.0,0.0,1.0,Gender
2020-05-15,4.0,0.0,1.0,4.0,0.0,1.0,Gender
2020-05-16,3.0,0.0,1.0,4.0,0.0,1.0,Gender
2020-05-17,3.0,0.0,1.0,4.0,0.0,1.0,Gender
2020-05-18,4.0,0.0,1.0,4.0,0.0,1.0,Gender
2020-05-19,4.0,0.0,1.0,4.0,0.0,3.0,Gender
2020-05-20,4.0,0.0,1.0,4.0,0.0,3.0,Gender
2020-05-21,4.0,0.0,1.0,4.0,0.0,3.0,Gender
2020-05-22,4.0,0.0,1.0,4.0,0.0,3.0,Gender
2020-05-23,4.0,0.0,1.0,4.0,0.0,3.0,Gender
2020-05-24,6.0,0.0,1.0,4.0,0.0,3.0,Gender
2020-05-25,6.0,0.0,1.0,4.0,0.0,3.0,Gender
2020-05-26,6.0,0.0,1.0,5.0,0.0,4.0,Gender
2020-05-27,6.0,0.0,1.0,4.0,0.0,5.0,Gender
2020-05-28,6.0,0.0,1.0,4.0,0.0,4.0,Gender
2020-05-29,6.0,0.0,1.0,4.0,0.0,4.0,Gender
2020-05-30,6.0,0.0,1.0,4.0,0.0,4.0,Gender
2020-05-31,7.0,1.0,1.0,4.0,0.0,4.0,Gender
2020-06-01,6.0,2.0,2.0,5.0,0.0,4.0,Gender
2020-06-02,6.0,2.0,2.0,5.0,0.0,4.0,Gender
2020-06-03,6.0,2.0,2.0,4.0,0.0,4.0,Gender
2020-06-04,7.0,2.0,2.0,4.0,0.0,4.0,Gender
2020-06-05,6.0,3.0,1.0,7.0,1.0,4.0,Gender
2020-06-06,6.0,3.0,1.0,7.0,1.0,4.0,Gender
2020-06-07,6.0,3.0,1.0,7.0,1.0,4.0,Gender
2020-06-08,6.0,3.0,2.0,7.0,1.0,4.0,Gender
2020-06-09,6.0,3.0,2.0,7.0,1.0,4.0,Gender
2020-06-10,6.0,3.0,2.0,7.0,1.0,4.0,Gender
2020-06-11,7.0,3.0,2.0,6.0,1.0,4.0,Gender
2020-06-12,7.0,3.0,2.0,6.0,1.0,4.0,Gender
2020-06-13,8.0,3.0,2.0,6.0,1.0,4.0,Gender
2020-06-14,8.0,5.0,2.0,6.0,1.0,4.0,Gender
2020-06-15,8.0,5.0,2.0,5.0,1.0,4.0,Gender
2020-06-16,9.0,5.0,2.0,5.0,1.0,4.0,Gender
2020-06-17,8.0,5.0,2.0,5.0,1.0,4.0,Gender
2020-06-18,8.0,5.0,2.0,6.0,1.0,2.0,Gender
2020-06-19,8.0,5.0,2.0,6.0,2.0,2.0,Gender
2020-06-20,8.0,5.0,2.0,6.0,2.0,2.0,Gender
2020-06-21,9.0,5.0,2.0,6.0,2.0,2.0,Gender
2020-06-22,9.0,5.0,2.0,6.0,2.0,2.0,Gender
2020-06-23,7.0,5.0,2.0,6.0,2.0,2.0,Gender
2020-06-24,8.0,5.0,2.0,6.0,2.0,2.0,Gender
2020-06-25,8.0,5.0,2.0,5.0,2.0,2.0,Gender
2020-06-26,9.0,5.0,2.0,5.0,2.0,1.0,Gender
2020-06-27,10.0,5.0,2.0,5.0,2.0,1.0,Gender
2020-06-28,10.0,5.0,2.0,5.0,2.0,1.0,Gender
2020-06-29,10.0,5.0,2.0,5.0,2.0,1.0,Gender
2020-06-30,13.0,4.0,2.0,5.0,2.0,2.0,Gender
2020-07-01,14.0,4.0,1.0,4.0,3.0,2.0,Gender
2020-07-02,14.0,4.0,1.0,4.0,3.0,2.0,Gender
2020-07-03,15.0,4.0,1.0,4.0,3.0,2.0,Gender
2020-07-04,14.0,4.0,1.0,4.0,3.0,2.0,Gender
2020-07-05,14.0,3.0,1.0,1.0,2.0,2.0,Gender
2020-07-06,14.0,3.0,1.0,1.0,2.0,2.0,Gender
2020-07-07,14.0,3.0,1.0,1.0,2.0,3.0,Gender
2020-07-08,16.0,3.0,0.0,1.0,2.0,3.0,Gender
2020-07-09,16.0,3.0,0.0,2.0,2.0,3.0,Gender
2020-07-10,17.0,3.0,0.0,3.0,2.0,3.0,Gender
2020-07-11,16.0,3.0,0.0,3.0,2.0,3.0,Gender
2020-07-12,15.0,3.0,0.0,3.0,2.0,3.0,Gender
2020-07-13,15.0,3.0,0.0,3.0,2.0,3.0,Gender
2020-07-14,16.0,1.0,0.0,3.0,2.0,3.0,Gender
2020-07-15,17.0,1.0,0.0,3.0,2.0,3.0,Gender
2020-07-16,16.0,1.0,0.0,3.0,2.0,3.0,Gender
2020-07-17,16.0,1.0,0.0,3.0,2.0,3.0,Gender
2020-07-18,16.0,1.0,0.0,2.0,2.0,3.0,Gender
2020-07-19,16.0,1.0,0.0,2.0,1.0,3.0,Gender
2020-07-20,16.0,1.0,0.0,2.0,1.0,3.0,Gender
2020-07-21,16.0,2.0,0.0,2.0,1.0,3.0,Gender
2020-07-22,16.0,2.0,0.0,2.0,1.0,4.0,Gender
2020-07-23,16.0,2.0,0.0,2.0,1.0,4.0,Gender
2020-07-24,15.0,2.0,0.0,2.0,1.0,4.0,Gender
2020-07-25,15.0,2.0,0.0,2.0,1.0,3.0,Gender
2020-07-26,14.0,2.0,0.0,2.0,1.0,3.0,Gender
2020-07-27,13.0,2.0,0.0,2.0,1.0,3.0,Gender
2020-07-28,13.0,2.0,0.0,2.0,2.0,4.0,Gender
2020-07-29,13.0,2.0,0.0,2.0,2.0,4.0,Gender
2020-07-30,9.0,2.0,0.0,2.0,2.0,3.0,Gender
2020-07-31,8.0,1.0,0.0,2.0,1.0,3.0,Gender
2020-08-01,8.0,1.0,0.0,2.0,1.0,3.0,Gender
2020-08-02,7.0,1.0,0.0,4.0,1.0,4.0,Gender
2020-08-03,8.0,1.0,1.0,4.0,1.0,5.0,Gender
2020-08-04,9.0,1.0,1.0,4.0,1.0,5.0,Gender
2020-08-05,9.0,1.0,1.0,4.0,1.0,5.0,Gender
2020-08-06,9.0,1.0,1.0,4.0,1.0,4.0,Gender
2020-08-07,7.0,1.0,1.0,4.0,1.0,4.0,Gender
2020-08-08,7.0,1.0,1.0,3.0,1.0,4.0,Gender
2020-08-09,6.0,1.0,1.0,2.0,1.0,4.0,Gender
2020-08-10,7.0,1.0,1.0,2.0,3.0,4.0,Gender
2020-08-11,7.0,1.0,1.0,2.0,3.0,4.0,Gender
2020-08-12,7.0,1.0,2.0,2.0,3.0,4.0,Gender
2020-08-13,6.0,2.0,2.0,2.0,3.0,4.0,Gender
2020-08-14,6.0,2.0,2.0,2.0,3.0,4.0,Gender
2020-08-15,6.0,2.0,2.0,2.0,3.0,4.0,Gender
2020-08-16,6.0,2.0,2.0,3.0,3.0,4.0,Gender
2020-08-17,6.0,2.0,2.0,3.0,3.0,4.0,Gender
2020-08-18,6.0,2.0,2.0,3.0,3.0,4.0,Gender
2020-08-19,6.0,2.0,2.0,3.0,3.0,4.0,Gender
2020-08-20,6.0,2.0,2.0,3.0,3.0,4.0,Gender
2020-08-21,6.0,2.0,2.0,3.0,3.0,3.0,Gender
2020-08-22,6.0,2.0,2.0,3.0,3.0,3.0,Gender
2020-08-23,6.0,2.0,2.0,3.0,3.0,3.0,Gender
2020-08-24,6.0,2.0,2.0,3.0,3.0,3.0,Gender
2020-08-25,6.0,2.0,2.0,3.0,3.0,3.0,Gender
2020-08-26,6.0,2.0,2.0,3.0,3.0,3.0,Gender
2020-08-27,8.0,2.0,2.0,3.0,2.0,2.0,Gender
2020-08-28,8.0,2.0,2.0,3.0,2.0,2.0,Gender
2020-08-29,8.0,2.0,2.0,3.0,2.0,2.0,Gender
2020-08-30,8.0,2.0,2.0,3.0,2.0,2.0,Gender
2020-08-31,8.0,2.0,2.0,3.0,2.0,2.0,Gender
2020-09-01,8.0,2.0,2.0,1.0,2.0,1.0,Gender
2020-09-02,7.0,2.0,1.0,1.0,2.0,0.0,Gender
2020-09-03,6.0,2.0,1.0,1.0,2.0,0.0,Gender
2020-09-04,7.0,2.0,1.0,1.0,2.0,0.0,Gender
2020-09-05,7.0,2.0,1.0,1.0,2.0,0.0,Gender
2020-09-06,7.0,2.0,1.0,1.0,3.0,0.0,Gender
2020-09-07,7.0,2.0,1.0,1.0,3.0,0.0,Gender
2020-09-08,8.0,2.0,2.0,1.0,3.0,0.0,Gender
2020-09-09,7.0,2.0,2.0,1.0,1.0,0.0,Gender
2020-09-10,7.0,2.0,2.0,1.0,1.0,0.0,Gender
2020-09-11,6.0,5.0,1.0,1.0,1.0,0.0,Gender
2020-09-12,6.0,4.0,3.0,1.0,1.0,0.0,Gender
2020-09-13,5.0,4.0,5.0,1.0,1.0,0.0,Gender
2020-09-14,5.0,4.0,5.0,1.0,1.0,0.0,Gender
2020-09-15,7.0,4.0,5.0,0.0,1.0,0.0,Gender
2020-09-16,7.0,4.0,5.0,0.0,1.0,0.0,Gender
2020-09-17,7.0,4.0,5.0,0.0,2.0,0.0,Gender
2020-09-18,7.0,4.0,6.0,0.0,3.0,0.0,Gender
2020-09-19,6.0,3.0,6.0,1.0,3.0,0.0,Gender
2020-09-20,6.0,3.0,6.0,1.0,3.0,0.0,Gender
2020-09-21,7.0,3.0,6.0,1.0,3.0,0.0,Gender
2020-09-22,8.0,3.0,6.0,1.0,3.0,0.0,Gender
2020-09-23,8.0,3.0,6.0,1.0,4.0,0.0,Gender
2020-09-24,8.0,3.0,7.0,1.0,5.0,0.0,Gender
2020-09-25,8.0,3.0,7.0,2.0,8.0,0.0,Gender
2020-09-26,6.0,3.0,7.0,2.0,8.0,0.0,Gender
2020-09-27,6.0,3.0,7.0,2.0,8.0,0.0,Gender
2020-09-28,6.0,3.0,7.0,2.0,8.0,0.0,Gender
2020-09-29,6.0,3.0,7.0,4.0,9.0,0.0,Gender
2020-09-30,6.0,3.0,7.0,4.0,10.0,0.0,Gender
2020-10-01,6.0,3.0,7.0,4.0,10.0,0.0,Gender
2020-10-02,6.0,3.0,7.0,4.0,10.0,0.0,Gender
2020-10-03,6.0,3.0,7.0,4.0,10.0,0.0,Gender
2020-10-04,5.0,3.0,7.0,4.0,10.0,0.0,Gender
2020-10-05,5.0,3.0,7.0,4.0,10.0,0.0,Gender
2020-10-06,5.0,3.0,7.0,4.0,9.0,0.0,Gender
2020-10-07,5.0,4.0,7.0,4.0,9.0,0.0,Gender
2020-10-08,4.0,4.0,6.0,4.0,9.0,0.0,Gender
2020-10-09,4.0,4.0,6.0,4.0,9.0,1.0,Gender
2020-10-10,4.0,4.0,6.0,4.0,9.0,1.0,Gender
2020-10-11,4.0,1.0,6.0,4.0,10.0,1.0,Gender
2020-10-12,4.0,1.0,4.0,5.0,10.0,1.0,Gender
2020-10-13,5.0,1.0,2.0,6.0,12.0,2.0,Gender
2020-10-14,5.0,1.0,2.0,6.0,13.0,2.0,Gender
2020-10-15,3.0,1.0,2.0,6.0,13.0,3.0,Gender
2020-10-16,3.0,1.0,2.0,6.0,13.0,3.0,Gender
2020-10-17,3.0,1.0,2.0,6.0,12.0,3.0,Gender
2020-10-18,4.0,1.0,1.0,6.0,11.0,3.0,Gender
2020-10-19,5.0,1.0,1.0,5.0,11.0,3.0,Gender
2020-10-20,5.0,1.0,1.0,5.0,11.0,3.0,Gender
2020-10-21,4.0,1.0,1.0,5.0,11.0,3.0,Gender
2020-10-22,3.0,1.0,1.0,5.0,12.0,3.0,Gender
2020-10-23,4.0,1.0,1.0,5.0,11.0,3.0,Gender
2020-10-24,4.0,1.0,0.0,6.0,10.0,3.0,Gender
2020-10-25,4.0,1.0,0.0,5.0,7.0,3.0,Gender
2020-10-26,4.0,1.0,0.0,5.0,7.0,3.0,Gender
2020-10-27,4.0,1.0,0.0,5.0,7.0,3.0,Gender
2020-10-28,4.0,1.0,0.0,5.0,7.0,3.0,Gender
2020-10-29,4.0,1.0,0.0,3.0,6.0,3.0,Gender
2020-10-30,4.0,1.0,0.0,3.0,5.0,3.0,Gender
2020-10-31,4.0,1.0,0.0,3.0,5.0,3.0,Gender
2020-11-01,4.0,1.0,0.0,3.0,5.0,3.0,Gender
2020-11-02,4.0,1.0,0.0,3.0,5.0,3.0,Gender
2020-11-03,4.0,1.0,0.0,4.0,5.0,3.0,Gender
2020-11-04,4.0,1.0,0.0,4.0,5.0,3.0,Gender
2020-11-05,5.0,1.0,0.0,4.0,5.0,3.0,Gender
2020-11-06,5.0,1.0,0.0,4.0,5.0,3.0,Gender
2020-11-07,6.0,1.0,0.0,4.0,5.0,3.0,Gender
2020-11-08,6.0,1.0,0.0,4.0,5.0,2.0,Gender
2020-11-09,6.0,1.0,0.0,4.0,5.0,2.0,Gender
2020-11-10,7.0,1.0,0.0,5.0,4.0,3.0,Gender
2020-11-11,7.0,1.0,0.0,4.0,4.0,3.0,Gender
2020-11-12,9.0,1.0,0.0,3.0,2.0,2.0,Gender
2020-11-13,9.0,1.0,0.0,3.0,1.0,2.0,Gender
2020-11-14,9.0,1.0,0.0,3.0,1.0,1.0,Gender
2020-11-15,9.0,1.0,0.0,4.0,1.0,1.0,Gender
2020-11-16,9.0,1.0,0.0,4.0,1.0,1.0,Gender
2020-11-17,8.0,1.0,0.0,4.0,1.0,1.0,Gender
2020-11-18,7.0,1.0,0.0,4.0,1.0,1.0,Gender
2020-11-19,7.0,1.0,0.0,4.0,2.0,2.0,Gender
2020-11-20,7.0,1.0,0.0,4.0,2.0,3.0,Gender
2020-11-21,7.0,1.0,0.0,4.0,1.0,3.0,Gender
2020-11-22,6.0,1.0,0.0,4.0,1.0,3.0,Gender
2020-11-23,6.0,2.0,0.0,3.0,1.0,3.0,Gender
2020-11-24,7.0,2.0,0.0,3.0,1.0,4.0,Gender
2020-11-25,9.0,2.0,0.0,3.0,1.0,4.0,Gender
2020-11-26,10.0,2.0,0.0,3.0,1.0,4.0,Gender
2020-11-27,10.0,2.0,0.0,3.0,1.0,4.0,Gender
2020-11-28,10.0,2.0,0.0,3.0,2.0,4.0,Gender
2020-11-29,10.0,2.0,0.0,3.0,2.0,4.0,Gender
2020-11-30,10.0,2.0,0.0,3.0,2.0,4.0,Gender
2020-12-01,10.0,2.0,0.0,3.0,2.0,4.0,Gender
2020-12-02,10.0,2.0,0.0,3.0,2.0,4.0,Gender
2020-12-03,11.0,2.0,0.0,2.0,2.0,4.0,Gender
2020-12-04,11.0,2.0,0.0,2.0,2.0,4.0,Gender
2020-12-05,10.0,2.0,0.0,2.0,2.0,4.0,Gender
2020-12-06,10.0,2.0,0.0,2.0,2.0,4.0,Gender
2020-12-07,10.0,2.0,0.0,2.0,2.0,4.0,Gender
2020-12-08,11.0,2.0,0.0,4.0,2.0,4.0,Gender
2020-12-09,12.0,2.0,0.0,5.0,2.0,5.0,Gender
2020-12-10,11.0,2.0,0.0,4.0,2.0,4.0,Gender
2020-12-11,11.0,2.0,0.0,4.0,2.0,4.0,Gender
2020-12-12,8.0,3.0,0.0,4.0,2.0,4.0,Gender
2020-12-13,8.0,3.0,0.0,4.0,2.0,4.0,Gender
2020-12-14,8.0,3.0,0.0,4.0,2.0,4.0,Gender
2020-12-15,8.0,3.0,0.0,3.0,2.0,4.0,Gender
2020-12-16,8.0,3.0,0.0,3.0,2.0,6.0,Gender
2020-12-17,8.0,3.0,1.0,3.0,3.0,6.0,Gender
2020-12-18,9.0,4.0,1.0,4.0,6.0,6.0,Gender
2020-12-19,9.0,4.0,1.0,4.0,5.0,5.0,Gender
2020-12-20,9.0,4.0,1.0,4.0,5.0,4.0,Gender
2020-12-21,9.0,4.0,1.0,5.0,5.0,4.0,Gender
2020-12-22,10.0,4.0,1.0,5.0,5.0,4.0,Gender
2020-12-23,10.0,3.0,1.0,5.0,5.0,4.0,Gender
2020-12-24,9.0,3.0,1.0,5.0,6.0,3.0,Gender
2020-12-25,7.0,3.0,1.0,5.0,6.0,3.0,Gender
2020-12-26,6.0,3.0,1.0,5.0,6.0,3.0,Gender
2020-12-27,6.0,3.0,1.0,5.0,6.0,3.0,Gender
2020-12-28,6.0,3.0,1.0,5.0,5.0,3.0,Gender
2020-12-29,6.0,5.0,1.0,5.0,5.0,3.0,Gender
2020-12-30,6.0,5.0,1.0,5.0,5.0,3.0,Gender
2020-12-31,6.0,5.0,1.0,5.0,5.0,3.0,Gender
2021-01-01,6.0,5.0,1.0,5.0,5.0,3.0,Gender
2021-01-02,9.0,5.0,1.0,5.0,5.0,3.0,Gender
2021-01-03,9.0,5.0,1.0,5.0,5.0,3.0,Gender
2021-01-04,13.0,5.0,2.0,5.0,5.0,3.0,Gender
2021-01-05,14.0,4.0,2.0,6.0,5.0,3.0,Gender
2021-01-06,13.0,4.0,2.0,6.0,5.0,3.0,Gender
2021-01-07,12.0,4.0,2.0,4.0,5.0,3.0,Gender
2021-01-08,13.0,5.0,2.0,3.0,6.0,3.0,Gender
2021-01-09,13.0,8.0,2.0,3.0,6.0,3.0,Gender
2021-01-10,13.0,8.0,2.0,3.0,6.0,3.0,Gender
2021-01-11,13.0,7.0,2.0,3.0,6.0,3.0,Gender
2021-01-12,14.0,7.0,2.0,3.0,6.0,3.0,Gender
2021-01-13,14.0,7.0,2.0,3.0,6.0,3.0,Gender
2021-01-14,15.0,7.0,2.0,3.0,6.0,3.0,Gender
2021-01-15,16.0,7.0,2.0,3.0,6.0,1.0,Gender
2021-01-16,16.0,8.0,1.0,3.0,5.0,1.0,Gender
2021-01-17,15.0,7.0,1.0,2.0,2.0,1.0,Gender
2021-01-18,18.0,8.0,1.0,2.0,2.0,1.0,Gender
2021-01-19,19.0,21.0,1.0,2.0,2.0,1.0,Gender
2021-01-20,20.0,21.0,1.0,1.0,2.0,1.0,Gender
2021-01-21,19.0,21.0,1.0,1.0,2.0,2.0,Gender
2021-01-22,19.0,22.0,1.0,1.0,2.0,2.0,Gender
2021-01-23,19.0,22.0,1.0,1.0,1.0,2.0,Gender
2021-01-24,19.0,22.0,1.0,1.0,1.0,2.0,Gender
2021-01-25,19.0,22.0,1.0,1.0,1.0,2.0,Gender
2021-01-26,20.0,22.0,1.0,1.0,1.0,2.0,Gender
2021-01-27,21.0,22.0,1.0,1.0,1.0,2.0,Gender
2021-01-28,21.0,20.0,1.0,1.0,1.0,2.0,Gender
2021-01-29,24.0,20.0,1.0,1.0,1.0,2.0,Gender
2021-01-30,24.0,20.0,1.0,1.0,1.0,2.0,Gender
2021-01-31,24.0,20.0,1.0,1.0,2.0,2.0,Gender
2021-02-01,20.0,20.0,1.0,1.0,2.0,2.0,Gender
2021-02-02,20.0,20.0,1.0,1.0,2.0,2.0,Gender
2021-02-03,16.0,21.0,1.0,1.0,3.0,2.0,Gender
2021-02-04,16.0,21.0,2.0,0.0,3.0,2.0,Gender
2021-02-05,16.0,21.0,2.0,0.0,3.0,2.0,Gender
2021-02-06,16.0,21.0,2.0,0.0,3.0,2.0,Gender
2021-02-07,15.0,22.0,3.0,0.0,2.0,1.0,Gender
2021-02-08,15.0,19.0,3.0,0.0,3.0,1.0,Gender
2021-02-09,15.0,19.0,3.0,0.0,3.0,1.0,Gender
2021-02-10,15.0,19.0,3.0,0.0,4.0,1.0,Gender
2021-02-11,14.0,19.0,3.0,0.0,6.0,1.0,Gender
2021-02-12,14.0,19.0,3.0,0.0,6.0,1.0,Gender
2021-02-13,13.0,19.0,3.0,0.0,6.0,1.0,Gender
2021-02-14,13.0,19.0,4.0,0.0,6.0,1.0,Gender
2021-02-15,13.0,18.0,4.0,0.0,6.0,1.0,Gender
