,AFD,CDUCSU,FDP,GRUENE,LINKE,SPD,topic
2019-11-26,2.0,0.0,9.0,4.0,1.0,1.0,Geschlecht
2019-11-27,2.0,0.0,9.0,4.0,1.0,1.0,Geschlecht
2019-11-28,2.0,0.0,8.0,4.0,0.0,1.0,Geschlecht
2019-11-29,2.0,0.0,4.0,4.0,0.0,1.0,Geschlecht
2019-11-30,2.0,0.0,3.0,4.0,0.0,1.0,Geschlecht
2019-12-01,2.0,0.0,3.0,4.0,0.0,1.0,Geschlecht
2019-12-02,2.0,0.0,3.0,3.0,0.0,1.0,Geschlecht
2019-12-03,2.0,0.0,1.0,3.0,0.0,1.0,Geschlecht
2019-12-04,2.0,0.0,1.0,2.0,0.0,1.0,Geschlecht
2019-12-05,2.0,0.0,1.0,1.0,0.0,1.0,Geschlecht
2019-12-06,2.0,0.0,1.0,1.0,0.0,1.0,Geschlecht
2019-12-07,2.0,0.0,1.0,1.0,0.0,1.0,Geschlecht
2019-12-08,2.0,0.0,1.0,0.0,0.0,1.0,Geschlecht
2019-12-09,1.0,0.0,0.0,0.0,0.0,0.0,Geschlecht
2019-12-10,0.0,0.0,0.0,0.0,0.0,1.0,Geschlecht
2019-12-11,0.0,0.0,1.0,0.0,0.0,1.0,Geschlecht
2019-12-12,1.0,0.0,1.0,1.0,0.0,1.0,Geschlecht
2019-12-13,1.0,0.0,1.0,1.0,0.0,1.0,Geschlecht
2019-12-14,1.0,0.0,1.0,1.0,0.0,1.0,Geschlecht
2019-12-15,1.0,0.0,1.0,1.0,0.0,1.0,Geschlecht
2019-12-16,1.0,0.0,1.0,3.0,0.0,1.0,Geschlecht
2019-12-17,1.0,0.0,1.0,3.0,0.0,1.0,Geschlecht
2019-12-18,3.0,0.0,1.0,4.0,1.0,1.0,Geschlecht
2019-12-19,3.0,0.0,1.0,4.0,1.0,1.0,Geschlecht
2019-12-20,3.0,0.0,1.0,4.0,1.0,1.0,Geschlecht
2019-12-21,4.0,0.0,1.0,4.0,2.0,1.0,Geschlecht
2019-12-22,4.0,0.0,1.0,4.0,2.0,1.0,Geschlecht
2019-12-23,4.0,0.0,1.0,4.0,2.0,1.0,Geschlecht
2019-12-24,4.0,0.0,1.0,4.0,2.0,0.0,Geschlecht
2019-12-25,4.0,1.0,0.0,4.0,2.0,0.0,Geschlecht
2019-12-26,3.0,1.0,0.0,3.0,2.0,0.0,Geschlecht
2019-12-27,3.0,1.0,0.0,3.0,2.0,0.0,Geschlecht
2019-12-28,3.0,1.0,0.0,3.0,2.0,1.0,Geschlecht
2019-12-29,3.0,1.0,0.0,3.0,2.0,1.0,Geschlecht
2019-12-30,3.0,1.0,0.0,1.0,2.0,1.0,Geschlecht
2019-12-31,3.0,1.0,0.0,1.0,2.0,1.0,Geschlecht
2020-01-01,1.0,1.0,0.0,0.0,1.0,1.0,Geschlecht
2020-01-02,1.0,1.0,0.0,0.0,1.0,1.0,Geschlecht
2020-01-03,1.0,1.0,0.0,0.0,1.0,1.0,Geschlecht
2020-01-04,1.0,1.0,0.0,0.0,0.0,1.0,Geschlecht
2020-01-05,1.0,1.0,0.0,0.0,0.0,1.0,Geschlecht
2020-01-06,1.0,1.0,0.0,0.0,0.0,1.0,Geschlecht
2020-01-07,1.0,1.0,1.0,0.0,0.0,1.0,Geschlecht
2020-01-08,1.0,0.0,1.0,0.0,0.0,1.0,Geschlecht
2020-01-09,1.0,0.0,1.0,0.0,0.0,1.0,Geschlecht
2020-01-10,1.0,0.0,1.0,1.0,0.0,1.0,Geschlecht
2020-01-11,1.0,0.0,1.0,1.0,0.0,0.0,Geschlecht
2020-01-12,1.0,0.0,1.0,1.0,0.0,0.0,Geschlecht
2020-01-13,1.0,0.0,1.0,1.0,0.0,0.0,Geschlecht
2020-01-14,1.0,0.0,2.0,4.0,1.0,0.0,Geschlecht
2020-01-15,1.0,0.0,2.0,4.0,2.0,0.0,Geschlecht
2020-01-16,1.0,0.0,2.0,4.0,2.0,0.0,Geschlecht
2020-01-17,2.0,0.0,2.0,6.0,2.0,0.0,Geschlecht
2020-01-18,1.0,0.0,2.0,7.0,3.0,0.0,Geschlecht
2020-01-19,1.0,0.0,2.0,7.0,3.0,0.0,Geschlecht
2020-01-20,1.0,0.0,2.0,8.0,4.0,0.0,Geschlecht
2020-01-21,1.0,0.0,1.0,9.0,4.0,0.0,Geschlecht
2020-01-22,1.0,0.0,6.0,9.0,4.0,0.0,Geschlecht
2020-01-23,2.0,0.0,6.0,9.0,4.0,0.0,Geschlecht
2020-01-24,2.0,0.0,6.0,8.0,4.0,0.0,Geschlecht
2020-01-25,2.0,0.0,7.0,9.0,4.0,1.0,Geschlecht
2020-01-26,2.0,0.0,7.0,9.0,4.0,1.0,Geschlecht
2020-01-27,2.0,0.0,8.0,9.0,4.0,1.0,Geschlecht
2020-01-28,2.0,0.0,7.0,7.0,3.0,1.0,Geschlecht
2020-01-29,3.0,0.0,7.0,7.0,3.0,1.0,Geschlecht
2020-01-30,3.0,0.0,7.0,8.0,4.0,1.0,Geschlecht
2020-01-31,2.0,0.0,8.0,7.0,6.0,1.0,Geschlecht
2020-02-01,2.0,0.0,8.0,6.0,5.0,1.0,Geschlecht
2020-02-02,2.0,0.0,8.0,6.0,6.0,1.0,Geschlecht
2020-02-03,2.0,0.0,8.0,5.0,5.0,1.0,Geschlecht
2020-02-04,2.0,0.0,8.0,4.0,5.0,1.0,Geschlecht
2020-02-05,2.0,0.0,3.0,4.0,5.0,1.0,Geschlecht
2020-02-06,1.0,0.0,3.0,4.0,5.0,1.0,Geschlecht
2020-02-07,1.0,0.0,3.0,6.0,5.0,1.0,Geschlecht
2020-02-08,2.0,0.0,2.0,5.0,5.0,0.0,Geschlecht
2020-02-09,2.0,0.0,2.0,6.0,5.0,0.0,Geschlecht
2020-02-10,3.0,0.0,2.0,6.0,5.0,0.0,Geschlecht
2020-02-11,3.0,0.0,2.0,5.0,5.0,0.0,Geschlecht
2020-02-12,2.0,0.0,2.0,5.0,4.0,0.0,Geschlecht
2020-02-13,2.0,0.0,2.0,5.0,3.0,0.0,Geschlecht
2020-02-14,2.0,0.0,1.0,5.0,2.0,0.0,Geschlecht
2020-02-15,2.0,0.0,1.0,5.0,2.0,0.0,Geschlecht
2020-02-16,2.0,0.0,1.0,5.0,1.0,0.0,Geschlecht
2020-02-17,2.0,0.0,1.0,5.0,1.0,0.0,Geschlecht
2020-02-18,3.0,0.0,1.0,5.0,1.0,0.0,Geschlecht
2020-02-19,3.0,0.0,1.0,5.0,1.0,0.0,Geschlecht
2020-02-20,3.0,0.0,1.0,5.0,1.0,0.0,Geschlecht
2020-02-21,3.0,0.0,1.0,3.0,1.0,0.0,Geschlecht
2020-02-22,2.0,0.0,1.0,3.0,1.0,0.0,Geschlecht
2020-02-23,2.0,0.0,1.0,2.0,1.0,0.0,Geschlecht
2020-02-24,1.0,0.0,0.0,2.0,1.0,0.0,Geschlecht
2020-02-25,1.0,0.0,0.0,2.0,1.0,2.0,Geschlecht
2020-02-26,1.0,0.0,0.0,3.0,1.0,2.0,Geschlecht
2020-02-27,1.0,0.0,0.0,2.0,1.0,2.0,Geschlecht
2020-02-28,1.0,0.0,0.0,2.0,0.0,2.0,Geschlecht
2020-02-29,1.0,0.0,0.0,2.0,0.0,2.0,Geschlecht
2020-03-01,1.0,0.0,0.0,2.0,0.0,3.0,Geschlecht
2020-03-02,1.0,0.0,0.0,2.0,0.0,3.0,Geschlecht
2020-03-03,0.0,0.0,0.0,2.0,0.0,6.0,Geschlecht
2020-03-04,0.0,0.0,0.0,2.0,0.0,6.0,Geschlecht
2020-03-05,0.0,0.0,0.0,3.0,0.0,6.0,Geschlecht
2020-03-06,0.0,0.0,0.0,4.0,1.0,7.0,Geschlecht
2020-03-07,0.0,0.0,0.0,4.0,1.0,7.0,Geschlecht
2020-03-08,0.0,0.0,1.0,6.0,5.0,9.0,Geschlecht
2020-03-09,0.0,0.0,1.0,6.0,5.0,9.0,Geschlecht
2020-03-10,0.0,0.0,1.0,6.0,5.0,7.0,Geschlecht
2020-03-11,0.0,0.0,1.0,5.0,5.0,7.0,Geschlecht
2020-03-12,0.0,0.0,1.0,5.0,5.0,7.0,Geschlecht
2020-03-13,0.0,0.0,1.0,4.0,5.0,7.0,Geschlecht
2020-03-14,0.0,0.0,1.0,4.0,5.0,7.0,Geschlecht
2020-03-15,0.0,0.0,1.0,4.0,5.0,6.0,Geschlecht
2020-03-16,0.0,0.0,4.0,4.0,5.0,6.0,Geschlecht
2020-03-17,0.0,0.0,6.0,4.0,7.0,3.0,Geschlecht
2020-03-18,0.0,0.0,8.0,4.0,7.0,3.0,Geschlecht
2020-03-19,0.0,0.0,8.0,3.0,7.0,3.0,Geschlecht
2020-03-20,0.0,0.0,8.0,2.0,6.0,2.0,Geschlecht
2020-03-21,0.0,0.0,8.0,2.0,6.0,2.0,Geschlecht
2020-03-22,0.0,0.0,7.0,0.0,2.0,0.0,Geschlecht
2020-03-23,0.0,0.0,7.0,0.0,2.0,0.0,Geschlecht
2020-03-24,0.0,0.0,7.0,0.0,2.0,0.0,Geschlecht
2020-03-25,0.0,0.0,7.0,0.0,2.0,0.0,Geschlecht
2020-03-26,0.0,0.0,7.0,1.0,3.0,0.0,Geschlecht
2020-03-27,0.0,0.0,7.0,1.0,4.0,0.0,Geschlecht
2020-03-28,0.0,0.0,7.0,1.0,4.0,0.0,Geschlecht
2020-03-29,0.0,0.0,7.0,1.0,4.0,0.0,Geschlecht
2020-03-30,0.0,0.0,4.0,1.0,4.0,0.0,Geschlecht
2020-03-31,0.0,0.0,2.0,1.0,2.0,0.0,Geschlecht
2020-04-01,0.0,0.0,0.0,1.0,2.0,0.0,Geschlecht
2020-04-02,0.0,0.0,0.0,1.0,2.0,0.0,Geschlecht
2020-04-03,0.0,0.0,1.0,2.0,2.0,1.0,Geschlecht
2020-04-04,0.0,0.0,1.0,2.0,2.0,2.0,Geschlecht
2020-04-05,0.0,0.0,1.0,2.0,3.0,2.0,Geschlecht
2020-04-06,0.0,0.0,1.0,2.0,3.0,2.0,Geschlecht
2020-04-07,2.0,0.0,1.0,3.0,3.0,2.0,Geschlecht
2020-04-08,2.0,0.0,1.0,4.0,3.0,2.0,Geschlecht
2020-04-09,2.0,0.0,1.0,3.0,2.0,2.0,Geschlecht
2020-04-10,2.0,0.0,1.0,3.0,1.0,2.0,Geschlecht
2020-04-11,2.0,0.0,1.0,3.0,1.0,2.0,Geschlecht
2020-04-12,2.0,0.0,1.0,3.0,1.0,2.0,Geschlecht
2020-04-13,2.0,0.0,1.0,3.0,2.0,2.0,Geschlecht
2020-04-14,2.0,0.0,1.0,3.0,2.0,2.0,Geschlecht
2020-04-15,2.0,0.0,3.0,3.0,3.0,2.0,Geschlecht
2020-04-16,3.0,0.0,3.0,3.0,3.0,2.0,Geschlecht
2020-04-17,3.0,0.0,2.0,2.0,3.0,1.0,Geschlecht
2020-04-18,3.0,1.0,2.0,2.0,3.0,0.0,Geschlecht
2020-04-19,3.0,1.0,2.0,2.0,2.0,0.0,Geschlecht
2020-04-20,3.0,1.0,2.0,2.0,2.0,0.0,Geschlecht
2020-04-21,1.0,1.0,2.0,1.0,2.0,0.0,Geschlecht
2020-04-22,1.0,1.0,2.0,1.0,2.0,0.0,Geschlecht
2020-04-23,1.0,1.0,2.0,1.0,2.0,0.0,Geschlecht
2020-04-24,1.0,1.0,2.0,1.0,2.0,0.0,Geschlecht
2020-04-25,1.0,1.0,2.0,3.0,2.0,0.0,Geschlecht
2020-04-26,1.0,1.0,2.0,3.0,2.0,1.0,Geschlecht
2020-04-27,1.0,1.0,2.0,3.0,1.0,1.0,Geschlecht
2020-04-28,1.0,1.0,2.0,4.0,1.0,3.0,Geschlecht
2020-04-29,1.0,1.0,0.0,4.0,1.0,3.0,Geschlecht
2020-04-30,0.0,1.0,0.0,4.0,1.0,3.0,Geschlecht
2020-05-01,0.0,1.0,0.0,4.0,1.0,3.0,Geschlecht
2020-05-02,0.0,0.0,0.0,4.0,1.0,3.0,Geschlecht
2020-05-03,0.0,0.0,0.0,4.0,1.0,3.0,Geschlecht
2020-05-04,0.0,0.0,0.0,4.0,1.0,4.0,Geschlecht
2020-05-05,0.0,0.0,0.0,5.0,1.0,4.0,Geschlecht
2020-05-06,0.0,0.0,0.0,4.0,1.0,4.0,Geschlecht
2020-05-07,0.0,1.0,0.0,4.0,1.0,4.0,Geschlecht
2020-05-08,0.0,1.0,0.0,5.0,2.0,4.0,Geschlecht
2020-05-09,0.0,1.0,0.0,3.0,2.0,4.0,Geschlecht
2020-05-10,0.0,1.0,0.0,3.0,2.0,3.0,Geschlecht
2020-05-11,0.0,1.0,0.0,3.0,2.0,3.0,Geschlecht
2020-05-12,0.0,1.0,0.0,2.0,2.0,1.0,Geschlecht
2020-05-13,0.0,1.0,0.0,2.0,1.0,2.0,Geschlecht
2020-05-14,0.0,1.0,0.0,5.0,1.0,3.0,Geschlecht
2020-05-15,0.0,1.0,0.0,6.0,1.0,3.0,Geschlecht
2020-05-16,0.0,2.0,0.0,7.0,1.0,3.0,Geschlecht
2020-05-17,0.0,3.0,0.0,7.0,3.0,5.0,Geschlecht
2020-05-18,0.0,6.0,0.0,10.0,3.0,4.0,Geschlecht
2020-05-19,1.0,6.0,0.0,10.0,3.0,5.0,Geschlecht
2020-05-20,1.0,6.0,1.0,10.0,3.0,6.0,Geschlecht
2020-05-21,1.0,5.0,1.0,11.0,3.0,6.0,Geschlecht
2020-05-22,1.0,5.0,1.0,10.0,2.0,6.0,Geschlecht
2020-05-23,1.0,5.0,1.0,10.0,2.0,6.0,Geschlecht
2020-05-24,2.0,5.0,1.0,11.0,2.0,6.0,Geschlecht
2020-05-25,2.0,5.0,1.0,11.0,3.0,6.0,Geschlecht
2020-05-26,2.0,5.0,1.0,12.0,3.0,7.0,Geschlecht
2020-05-27,2.0,5.0,2.0,14.0,3.0,8.0,Geschlecht
2020-05-28,2.0,5.0,2.0,12.0,3.0,7.0,Geschlecht
2020-05-29,2.0,5.0,2.0,11.0,3.0,7.0,Geschlecht
2020-05-30,3.0,4.0,2.0,10.0,3.0,7.0,Geschlecht
2020-05-31,3.0,3.0,2.0,10.0,1.0,5.0,Geschlecht
2020-06-01,3.0,0.0,2.0,7.0,1.0,5.0,Geschlecht
2020-06-02,2.0,0.0,2.0,6.0,1.0,4.0,Geschlecht
2020-06-03,2.0,0.0,1.0,11.0,1.0,3.0,Geschlecht
2020-06-04,2.0,0.0,1.0,10.0,2.0,3.0,Geschlecht
2020-06-05,2.0,1.0,1.0,15.0,3.0,3.0,Geschlecht
2020-06-06,2.0,1.0,1.0,15.0,3.0,3.0,Geschlecht
2020-06-07,2.0,1.0,1.0,14.0,3.0,4.0,Geschlecht
2020-06-08,2.0,1.0,1.0,14.0,2.0,4.0,Geschlecht
2020-06-09,2.0,1.0,1.0,13.0,2.0,3.0,Geschlecht
2020-06-10,2.0,1.0,0.0,11.0,2.0,2.0,Geschlecht
2020-06-11,2.0,1.0,0.0,10.0,2.0,2.0,Geschlecht
2020-06-12,2.0,1.0,0.0,10.0,2.0,2.0,Geschlecht
2020-06-13,1.0,1.0,0.0,10.0,2.0,2.0,Geschlecht
2020-06-14,1.0,1.0,1.0,10.0,4.0,2.0,Geschlecht
2020-06-15,1.0,1.0,1.0,10.0,4.0,2.0,Geschlecht
2020-06-16,1.0,1.0,1.0,12.0,4.0,2.0,Geschlecht
2020-06-17,2.0,1.0,1.0,11.0,6.0,2.0,Geschlecht
2020-06-18,2.0,1.0,1.0,12.0,5.0,2.0,Geschlecht
2020-06-19,2.0,0.0,1.0,10.0,5.0,2.0,Geschlecht
2020-06-20,2.0,0.0,1.0,10.0,5.0,3.0,Geschlecht
2020-06-21,1.0,0.0,1.0,10.0,5.0,2.0,Geschlecht
2020-06-22,2.0,0.0,1.0,11.0,5.0,2.0,Geschlecht
2020-06-23,2.0,0.0,1.0,11.0,5.0,2.0,Geschlecht
2020-06-24,2.0,0.0,1.0,11.0,5.0,1.0,Geschlecht
2020-06-25,2.0,0.0,1.0,11.0,5.0,1.0,Geschlecht
2020-06-26,2.0,0.0,1.0,12.0,5.0,2.0,Geschlecht
2020-06-27,2.0,0.0,2.0,15.0,5.0,2.0,Geschlecht
2020-06-28,2.0,0.0,1.0,15.0,3.0,2.0,Geschlecht
2020-06-29,2.0,0.0,1.0,18.0,3.0,2.0,Geschlecht
2020-06-30,2.0,2.0,1.0,16.0,3.0,2.0,Geschlecht
2020-07-01,1.0,2.0,1.0,12.0,1.0,2.0,Geschlecht
2020-07-02,1.0,2.0,1.0,11.0,1.0,2.0,Geschlecht
2020-07-03,1.0,2.0,1.0,8.0,0.0,2.0,Geschlecht
2020-07-04,1.0,2.0,1.0,8.0,0.0,1.0,Geschlecht
2020-07-05,1.0,2.0,1.0,9.0,0.0,1.0,Geschlecht
2020-07-06,0.0,2.0,1.0,9.0,0.0,1.0,Geschlecht
2020-07-07,0.0,2.0,1.0,9.0,0.0,2.0,Geschlecht
2020-07-08,1.0,2.0,1.0,12.0,1.0,3.0,Geschlecht
2020-07-09,2.0,2.0,1.0,12.0,1.0,4.0,Geschlecht
2020-07-10,5.0,3.0,1.0,11.0,1.0,4.0,Geschlecht
2020-07-11,5.0,3.0,0.0,8.0,1.0,4.0,Geschlecht
2020-07-12,5.0,3.0,0.0,9.0,1.0,4.0,Geschlecht
2020-07-13,5.0,3.0,0.0,7.0,1.0,4.0,Geschlecht
2020-07-14,5.0,1.0,0.0,8.0,2.0,4.0,Geschlecht
2020-07-15,5.0,2.0,1.0,8.0,5.0,4.0,Geschlecht
2020-07-16,7.0,2.0,1.0,8.0,5.0,4.0,Geschlecht
2020-07-17,7.0,2.0,1.0,8.0,6.0,4.0,Geschlecht
2020-07-18,7.0,2.0,1.0,8.0,6.0,4.0,Geschlecht
2020-07-19,7.0,2.0,1.0,7.0,6.0,4.0,Geschlecht
2020-07-20,7.0,2.0,1.0,6.0,6.0,4.0,Geschlecht
2020-07-21,7.0,2.0,1.0,6.0,6.0,3.0,Geschlecht
2020-07-22,6.0,2.0,1.0,3.0,5.0,2.0,Geschlecht
2020-07-23,5.0,2.0,1.0,3.0,5.0,1.0,Geschlecht
2020-07-24,2.0,1.0,1.0,3.0,5.0,0.0,Geschlecht
2020-07-25,2.0,1.0,1.0,3.0,5.0,0.0,Geschlecht
2020-07-26,2.0,1.0,1.0,2.0,5.0,0.0,Geschlecht
2020-07-27,2.0,1.0,1.0,1.0,5.0,0.0,Geschlecht
2020-07-28,2.0,1.0,1.0,0.0,4.0,0.0,Geschlecht
2020-07-29,2.0,0.0,0.0,0.0,1.0,0.0,Geschlecht
2020-07-30,0.0,0.0,0.0,0.0,1.0,0.0,Geschlecht
2020-07-31,0.0,0.0,0.0,0.0,0.0,0.0,Geschlecht
2020-08-01,0.0,0.0,0.0,0.0,0.0,0.0,Geschlecht
2020-08-02,0.0,0.0,0.0,0.0,0.0,1.0,Geschlecht
2020-08-03,0.0,0.0,0.0,0.0,0.0,3.0,Geschlecht
2020-08-04,0.0,0.0,0.0,0.0,1.0,3.0,Geschlecht
2020-08-05,0.0,0.0,0.0,0.0,1.0,3.0,Geschlecht
2020-08-06,0.0,0.0,1.0,0.0,1.0,3.0,Geschlecht
2020-08-07,0.0,0.0,1.0,0.0,1.0,3.0,Geschlecht
2020-08-08,1.0,0.0,1.0,0.0,1.0,3.0,Geschlecht
2020-08-09,2.0,0.0,1.0,0.0,1.0,3.0,Geschlecht
2020-08-10,2.0,0.0,1.0,0.0,4.0,3.0,Geschlecht
2020-08-11,2.0,0.0,1.0,0.0,4.0,3.0,Geschlecht
2020-08-12,2.0,0.0,1.0,1.0,4.0,3.0,Geschlecht
2020-08-13,3.0,0.0,1.0,1.0,4.0,3.0,Geschlecht
2020-08-14,3.0,0.0,1.0,1.0,4.0,3.0,Geschlecht
2020-08-15,3.0,0.0,1.0,2.0,4.0,3.0,Geschlecht
2020-08-16,3.0,0.0,1.0,2.0,4.0,2.0,Geschlecht
2020-08-17,4.0,0.0,1.0,2.0,4.0,0.0,Geschlecht
2020-08-18,4.0,0.0,2.0,2.0,4.0,0.0,Geschlecht
2020-08-19,4.0,0.0,2.0,2.0,4.0,0.0,Geschlecht
2020-08-20,4.0,0.0,1.0,2.0,4.0,0.0,Geschlecht
2020-08-21,4.0,0.0,2.0,2.0,4.0,0.0,Geschlecht
2020-08-22,3.0,0.0,2.0,2.0,5.0,0.0,Geschlecht
2020-08-23,2.0,0.0,2.0,2.0,5.0,0.0,Geschlecht
2020-08-24,2.0,0.0,2.0,2.0,2.0,0.0,Geschlecht
2020-08-25,2.0,0.0,2.0,2.0,2.0,0.0,Geschlecht
2020-08-26,2.0,0.0,2.0,1.0,3.0,1.0,Geschlecht
2020-08-27,1.0,0.0,2.0,1.0,3.0,1.0,Geschlecht
2020-08-28,1.0,0.0,2.0,1.0,3.0,1.0,Geschlecht
2020-08-29,1.0,0.0,3.0,0.0,3.0,1.0,Geschlecht
2020-08-30,1.0,0.0,3.0,0.0,3.0,1.0,Geschlecht
2020-08-31,0.0,0.0,3.0,0.0,3.0,1.0,Geschlecht
2020-09-01,0.0,0.0,2.0,0.0,2.0,1.0,Geschlecht
2020-09-02,0.0,0.0,3.0,1.0,2.0,1.0,Geschlecht
2020-09-03,0.0,0.0,6.0,1.0,2.0,1.0,Geschlecht
2020-09-04,0.0,0.0,5.0,1.0,2.0,1.0,Geschlecht
2020-09-05,0.0,0.0,5.0,1.0,1.0,1.0,Geschlecht
2020-09-06,0.0,0.0,5.0,1.0,1.0,1.0,Geschlecht
2020-09-07,0.0,0.0,6.0,1.0,1.0,1.0,Geschlecht
2020-09-08,0.0,0.0,6.0,1.0,1.0,1.0,Geschlecht
2020-09-09,0.0,0.0,6.0,2.0,0.0,0.0,Geschlecht
2020-09-10,1.0,0.0,6.0,2.0,0.0,0.0,Geschlecht
2020-09-11,1.0,1.0,6.0,2.0,1.0,0.0,Geschlecht
2020-09-12,2.0,1.0,5.0,2.0,1.0,0.0,Geschlecht
2020-09-13,2.0,1.0,5.0,2.0,1.0,0.0,Geschlecht
2020-09-14,2.0,1.0,5.0,2.0,1.0,0.0,Geschlecht
2020-09-15,3.0,1.0,5.0,3.0,1.0,0.0,Geschlecht
2020-09-16,3.0,2.0,4.0,2.0,1.0,1.0,Geschlecht
2020-09-17,3.0,2.0,1.0,2.0,1.0,1.0,Geschlecht
2020-09-18,4.0,2.0,1.0,2.0,1.0,1.0,Geschlecht
2020-09-19,4.0,2.0,1.0,2.0,1.0,2.0,Geschlecht
2020-09-20,4.0,2.0,1.0,2.0,1.0,3.0,Geschlecht
2020-09-21,4.0,2.0,0.0,6.0,1.0,3.0,Geschlecht
2020-09-22,4.0,2.0,0.0,6.0,1.0,3.0,Geschlecht
2020-09-23,4.0,2.0,0.0,6.0,2.0,3.0,Geschlecht
2020-09-24,3.0,2.0,0.0,6.0,2.0,3.0,Geschlecht
2020-09-25,3.0,1.0,0.0,6.0,1.0,3.0,Geschlecht
2020-09-26,2.0,1.0,0.0,6.0,1.0,3.0,Geschlecht
2020-09-27,2.0,1.0,0.0,6.0,1.0,3.0,Geschlecht
2020-09-28,2.0,1.0,0.0,6.0,1.0,3.0,Geschlecht
2020-09-29,1.0,1.0,0.0,5.0,1.0,3.0,Geschlecht
2020-09-30,1.0,0.0,0.0,5.0,1.0,2.0,Geschlecht
2020-10-01,1.0,0.0,0.0,5.0,1.0,3.0,Geschlecht
2020-10-02,0.0,0.0,0.0,5.0,1.0,3.0,Geschlecht
2020-10-03,1.0,0.0,0.0,5.0,1.0,2.0,Geschlecht
2020-10-04,1.0,0.0,0.0,5.0,1.0,1.0,Geschlecht
2020-10-05,1.0,0.0,0.0,1.0,1.0,1.0,Geschlecht
2020-10-06,1.0,0.0,0.0,1.0,1.0,1.0,Geschlecht
2020-10-07,1.0,0.0,0.0,1.0,0.0,2.0,Geschlecht
2020-10-08,1.0,0.0,0.0,1.0,0.0,3.0,Geschlecht
2020-10-09,1.0,0.0,0.0,1.0,0.0,3.0,Geschlecht
2020-10-10,1.0,0.0,0.0,1.0,1.0,3.0,Geschlecht
2020-10-11,1.0,0.0,0.0,1.0,1.0,3.0,Geschlecht
2020-10-12,1.0,1.0,1.0,5.0,1.0,3.0,Geschlecht
2020-10-13,2.0,1.0,1.0,5.0,2.0,3.0,Geschlecht
2020-10-14,2.0,1.0,1.0,6.0,3.0,5.0,Geschlecht
2020-10-15,3.0,1.0,1.0,6.0,3.0,5.0,Geschlecht
2020-10-16,3.0,2.0,1.0,8.0,3.0,5.0,Geschlecht
2020-10-17,2.0,2.0,1.0,9.0,3.0,5.0,Geschlecht
2020-10-18,2.0,2.0,1.0,10.0,3.0,5.0,Geschlecht
2020-10-19,2.0,2.0,1.0,10.0,3.0,5.0,Geschlecht
2020-10-20,2.0,2.0,1.0,11.0,3.0,5.0,Geschlecht
2020-10-21,2.0,2.0,1.0,10.0,3.0,4.0,Geschlecht
2020-10-22,2.0,2.0,1.0,10.0,3.0,3.0,Geschlecht
2020-10-23,4.0,3.0,3.0,11.0,3.0,4.0,Geschlecht
2020-10-24,5.0,3.0,3.0,11.0,2.0,4.0,Geschlecht
2020-10-25,5.0,3.0,3.0,11.0,2.0,4.0,Geschlecht
2020-10-26,5.0,2.0,2.0,10.0,2.0,5.0,Geschlecht
2020-10-27,4.0,2.0,2.0,10.0,1.0,5.0,Geschlecht
2020-10-28,4.0,2.0,2.0,9.0,0.0,3.0,Geschlecht
2020-10-29,3.0,2.0,2.0,9.0,1.0,2.0,Geschlecht
2020-10-30,3.0,1.0,3.0,8.0,1.0,2.0,Geschlecht
2020-10-31,3.0,1.0,3.0,8.0,1.0,2.0,Geschlecht
2020-11-01,3.0,1.0,3.0,7.0,1.0,2.0,Geschlecht
2020-11-02,3.0,1.0,4.0,9.0,2.0,2.0,Geschlecht
2020-11-03,3.0,1.0,4.0,9.0,2.0,2.0,Geschlecht
2020-11-04,3.0,1.0,4.0,9.0,2.0,2.0,Geschlecht
2020-11-05,3.0,1.0,4.0,9.0,3.0,2.0,Geschlecht
2020-11-06,1.0,0.0,2.0,8.0,3.0,1.0,Geschlecht
2020-11-07,0.0,0.0,2.0,8.0,3.0,1.0,Geschlecht
2020-11-08,0.0,0.0,2.0,8.0,3.0,1.0,Geschlecht
2020-11-09,0.0,0.0,2.0,5.0,3.0,0.0,Geschlecht
2020-11-10,1.0,0.0,2.0,5.0,3.0,0.0,Geschlecht
2020-11-11,3.0,0.0,2.0,6.0,3.0,1.0,Geschlecht
2020-11-12,4.0,0.0,3.0,6.0,2.0,1.0,Geschlecht
2020-11-13,5.0,0.0,2.0,5.0,2.0,1.0,Geschlecht
2020-11-14,5.0,0.0,2.0,4.0,2.0,1.0,Geschlecht
2020-11-15,5.0,0.0,2.0,4.0,2.0,1.0,Geschlecht
2020-11-16,5.0,0.0,1.0,2.0,1.0,1.0,Geschlecht
2020-11-17,5.0,0.0,1.0,1.0,2.0,1.0,Geschlecht
2020-11-18,5.0,0.0,1.0,1.0,2.0,1.0,Geschlecht
2020-11-19,7.0,0.0,1.0,1.0,1.0,1.0,Geschlecht
2020-11-20,8.0,0.0,1.0,2.0,2.0,1.0,Geschlecht
2020-11-21,9.0,0.0,1.0,3.0,2.0,1.0,Geschlecht
2020-11-22,9.0,0.0,1.0,3.0,2.0,1.0,Geschlecht
2020-11-23,10.0,0.0,1.0,3.0,2.0,1.0,Geschlecht
2020-11-24,9.0,0.0,2.0,3.0,2.0,1.0,Geschlecht
2020-11-25,7.0,0.0,3.0,4.0,4.0,1.0,Geschlecht
2020-11-26,6.0,0.0,2.0,4.0,4.0,1.0,Geschlecht
