hashtag,GRUENE,LINKE,CDUCSU,SPD,AFD,FDP
anlässlich,1,0,0,0,0,0
anmahnen,0,0,0,0,1,0
anmelden,1,0,0,0,1,0
anmeldung,0,1,0,0,0,0
annalena,0,0,1,0,0,0
annewill,0,0,0,0,1,0
announce,0,0,0,1,0,0
annoyed,0,1,0,0,0,0
anprangern,0,0,0,0,1,0
anschauen,0,0,1,0,0,0
anschuldigung,0,1,0,0,0,0
ansehen,0,0,0,0,1,0
ansicht,0,0,1,0,0,0
anspruch,2,0,0,0,0,0
anstatt,0,0,0,0,2,0
anti,0,2,0,0,1,0
antiaufklärerisch,0,0,0,0,1,0
antifa,0,1,0,0,1,0
antje,0,0,0,0,0,1
antrag,3,0,0,0,1,0
antreffen,0,0,0,0,0,1
anträgen,0,0,0,0,1,0
antwort,0,0,1,0,2,0
anwalt,0,0,0,0,1,0
anwenden,0,0,0,1,0,0
anybody,0,1,0,0,0,0
anzahl,0,0,1,0,1,0
aperçu,0,0,0,1,0,0
applaus,0,1,0,0,0,0
arbeit,1,0,0,1,0,1
arbeiten,3,1,0,1,0,0
arbeitgeber,0,0,0,0,0,1
arbeitswelt,0,0,0,0,1,0
ard,0,0,0,0,1,0
are,0,1,0,3,0,0
arendt,0,0,0,0,1,0
argument,1,0,0,0,0,0
arm,0,0,0,0,5,0
armin,0,0,1,0,0,0
armut,0,1,0,0,1,0
around,0,0,0,1,0,0
arrangieren,0,0,0,0,1,0
art,0,0,0,0,1,0
artikel,1,0,0,0,0,1
arzt,2,0,0,0,1,0
asia,0,0,0,0,1,0
atom,0,0,0,0,1,0
attackieren,0,1,0,0,0,0
auch,1,1,0,0,1,0
audi,0,0,0,0,1,0
auf,0,0,0,0,1,0
aufarbeitung,0,0,0,0,0,1
aufdrücken,0,0,1,0,0,0
auffassung,0,0,1,0,0,0
auffordern,0,0,0,1,0,0
aufgeben,0,0,0,0,1,0
aufgeklärt,0,0,0,0,1,0
aufgepasst,0,0,0,1,0,0
aufgreifen,0,0,0,1,0,0
aufgrund,0,0,1,0,0,0
aufpassen,0,0,0,0,0,1
aufruf,0,0,0,0,0,1
aufrufen,0,0,0,0,1,0
aufs,0,0,0,1,0,0
aufsatz,0,0,1,0,0,0
aufschrei,0,0,1,0,0,0
aufstellen,0,1,0,0,0,0
auftreten,0,0,0,0,0,1
aufwachen,0,0,0,0,0,1
aufwerten,0,1,0,0,0,0
aufzwingen,0,1,1,0,0,1
aus,0,0,1,1,0,0
ausdruck,0,1,1,1,2,0
ausdrücke,0,0,0,0,0,1
ausdrücken,1,0,0,0,0,2
ausführlich,0,1,0,0,0,0
ausgeben,0,0,0,1,0,0
ausgegendert,0,0,0,0,1,0
ausgesprochen,0,0,1,0,0,0
ausgleichen,0,0,0,0,1,0
ausgrenzen,1,2,0,0,0,0
auskundschaftende,0,0,0,0,1,0
ausnahme,0,0,0,0,0,1
ausprägen,0,0,1,0,0,0
ausrufen,0,1,0,0,0,0
ausrüstung,0,0,0,0,2,0
aussage,0,0,0,0,1,0
ausschließlich,0,1,0,0,0,0
ausschuss,0,0,0,0,0,1
aussprechen,0,0,0,0,0,1
auswerten,0,0,0,0,0,1
auswertung,1,0,0,0,0,0
autoindustrie,0,0,0,0,0,1
autos,0,0,0,0,1,0
backstube,0,0,0,0,0,1
baer,0,0,0,0,1,0
baerbock,0,0,1,0,5,1
baerbockin,0,0,0,0,1,0
baerbocklügt,0,0,0,0,1,0
baerbocks,0,0,1,0,0,0
bald,0,0,0,0,2,0
band,0,1,0,0,0,0
barnim,0,0,1,0,0,0
bartträgerinnen,0,0,0,0,1,0
based,0,0,0,1,0,0
basis,0,1,1,2,0,0
bau,1,0,0,0,0,0
bauen,0,0,0,0,1,0
bawü,1,0,0,0,0,0
bay,1,0,0,0,0,0
bayern,0,0,0,2,0,0
bayertrend,0,0,0,0,1,0
beantworten,1,0,0,0,0,0
bearbeitung,0,0,0,0,0,1
beauftragter,1,0,0,0,0,0
because,0,0,0,1,0,0
bedarf,0,0,1,0,0,0
bedauerlich,0,0,1,0,0,0
bedeuten,0,1,0,0,0,0
bedfordstrohm,0,0,0,0,1,0
bedingung,1,0,0,0,0,0
bedürfnis,1,1,0,0,0,0
beeinflussung,0,0,1,0,0,0
beenden,0,0,0,0,1,0
befangenheit,0,0,0,0,1,0
befinden,0,1,0,1,0,0
before,0,0,0,1,0,0
befreien,0,0,2,0,0,0
befördern,0,0,1,0,0,0
beginnen,1,0,0,0,0,0
begreifen,0,0,0,0,1,0
begrenzt,0,0,0,1,0,0
begrenzung,0,0,1,0,0,0
begriff,0,1,0,0,0,0
begründung,1,0,0,0,0,0
begrüßung,0,0,0,0,1,0
behalten,0,0,1,0,0,0
behaupten,0,1,4,0,0,0
beherrschen,0,0,0,0,1,0
behörde,0,0,2,0,2,0
bei,0,0,1,0,1,0
beigefügt,0,0,1,0,0,0
beim,1,0,0,0,1,0
beiseite,0,1,0,0,0,0
beispiel,0,1,2,1,2,0
beispielsatz,0,0,0,0,0,1
beitrag,0,0,1,0,1,0
beitragen,0,0,0,0,0,1
beitragszahler,0,0,1,0,0,0
bekloppt,0,0,1,0,0,0
bekommen,0,0,0,0,2,1
bekämpfen,0,1,0,0,1,0
bekämpfung,1,0,0,0,0,0
belarus,0,0,0,1,0,0
belegen,0,0,0,0,1,0
belehren,0,1,0,0,1,0
beleidigen,0,0,2,0,0,0
belächeln,0,0,0,1,1,0
belästigen,0,0,0,0,1,0
bemühen,0,0,0,0,0,1
benachteiligen,0,2,0,2,0,0
benachteiligung,0,1,0,0,0,0
benefitted,0,0,0,1,0,0
benennen,1,0,0,0,0,0
benoten,0,0,1,0,0,1
benutzen,0,1,1,1,0,1
berater,0,0,0,0,1,0
berechnung,1,0,0,0,0,0
berechtigung,0,0,1,0,0,0
bereich,0,0,0,0,1,0
bereichern,0,0,0,0,1,0
bereinigen,0,0,1,0,1,0
bereiten,1,0,0,0,0,0
berichterstattung,0,0,1,1,1,0
berlin,0,0,0,1,9,0
bernhard,0,0,0,0,1,0
berufe,1,0,0,0,0,0
berufen,0,0,0,0,3,0
beruflich,0,0,1,0,0,0
berufsverbot,0,0,0,0,1,0
berücksichtigen,0,0,0,1,0,0
berücksichtigung,0,1,0,0,0,0
bescheiden,0,0,0,0,1,0
bescheinigen,0,0,0,0,1,0
beschimpfen,0,0,0,0,1,0
beschimpfung,1,0,0,0,0,0
beschleichen,0,1,0,0,0,0
beschließen,0,1,0,0,0,0
beschweren,0,0,1,0,0,0
beschäftigen,1,0,0,0,0,1
beschäftigt,0,0,0,0,0,2
beschäftigte,0,1,0,0,0,0
besonder,0,1,0,0,0,0
bestehen,0,0,1,0,0,0
bestellen,0,0,1,0,0,0
bestensee,0,0,0,0,1,0
bestimmen,0,0,0,1,0,0
bestimmt,0,1,0,0,0,0
bestrafen,0,0,1,0,0,0
bestrebungen,0,0,0,0,1,0
bestätigen,0,0,0,0,1,0
besuchen,0,0,0,0,1,0
beteiligen,0,1,0,0,0,0
betragen,1,0,0,0,0,0
betreiben,0,1,0,0,0,0
bevormundungsscheisse,1,0,0,0,0,0
bevölkerung,0,0,4,0,3,0
bewahren,0,0,0,0,1,0
beweisen,0,0,0,1,0,0
bewertung,0,0,0,0,0,1
bewusst,0,0,0,1,0,0
bewusstes,0,1,0,0,0,0
bezahlen,1,1,0,1,2,0
bezahlung,0,2,0,0,0,0
bezeichnen,0,0,1,0,0,0
beziehungsweise,0,0,1,0,1,0
bibi,0,0,0,0,1,0
big,0,0,0,1,0,0
biggest,0,0,0,1,0,0
bild,0,0,0,0,0,1
bildung,1,0,2,0,0,0
bildungsausschuss,0,0,0,0,1,0
billig,0,1,0,0,0,0
bims,0,1,0,0,0,0
binding,0,0,0,1,0,0
binnen,0,0,2,0,0,0
binären,0,2,0,0,0,0
biologie,0,0,0,0,1,0
bionade,0,0,0,0,1,0
bis,1,0,0,1,0,0
bisherig,0,0,0,1,0,0
bitte,0,1,0,0,0,0
bitten,2,0,0,0,0,0
blackrock,0,0,0,0,1,0
blank,1,0,0,0,0,0
blatt,0,0,0,0,1,0
bleiben,1,1,3,0,4,0
blicken,0,0,1,0,0,0
blind,0,0,1,0,0,0
blocke,0,0,0,1,0,0
blocken,0,0,0,1,0,0
bloß,1,0,0,0,0,0
blume,0,1,0,0,0,0
blöd,0,0,0,1,1,0
blödsinn,0,0,0,2,1,0
bmw,0,0,0,0,1,0
bockig,1,0,0,0,0,0
boden,0,0,1,0,0,0
bonner,0,0,1,0,0,0
bonzen,0,0,0,0,1,0
bornierte,0,0,0,0,1,0
br,0,0,0,1,0,0
branche,0,0,1,0,0,0
branchenneutrale,0,0,0,0,1,0
branchenunterschied,0,0,0,0,1,0
brandner,0,0,0,0,7,0
brauche,0,1,0,0,0,0
brauchen,3,1,2,2,5,2
brechen,0,1,0,0,0,0
breg,0,1,0,0,0,0
breit,0,0,2,0,0,0
brief,0,0,2,0,0,0
bringen,0,0,1,1,0,1
bt,0,0,0,1,0,0
btw2021,0,0,0,1,0,0
btw21,1,0,0,0,1,0
buchen,1,1,0,0,0,0
budgeting,0,0,0,0,0,1
bund,0,0,0,0,1,0
bundesebene,0,0,0,0,1,0
bundesländern,0,0,1,0,0,0
bundesregierung,1,1,0,0,1,0
bundestag,5,2,1,1,13,0
bundestagsabgeordnete,0,0,0,2,0,0
bundestagsfraktion,0,0,0,0,1,0
bundestagsverwaltung,1,0,0,0,0,0
bundestagswahl,1,0,0,0,0,1
bundestagswahl2021,0,0,0,0,1,0
bundesverfassungsgericht,0,0,0,0,1,0
bundeswehr,0,0,0,0,3,0
bundesweit,0,1,0,0,0,0
bunt,0,0,0,0,1,0
bureg,0,1,0,0,0,0
but,0,0,0,1,0,0
bverfg,0,0,0,0,1,0
by,0,1,0,4,0,0
bzgl,1,0,0,0,0,0
bzw,1,0,0,0,1,0
bäcker,0,0,0,0,1,1
böse,0,0,1,0,0,0
bösen,0,1,0,0,0,0
bündnis,0,1,0,0,0,0
bürger,2,0,0,0,0,0
bürgerfern,0,0,1,0,0,0
bürgerlich,0,0,0,0,1,0
bürgern,0,0,0,0,1,1
bürokratie,0,0,0,0,0,2
ca,0,0,1,0,1,0
campaigner,0,0,0,1,0,0
can,0,0,0,1,0,0
cancel,0,1,0,0,0,0
cancelculture,0,3,0,0,0,0
care,1,0,0,0,0,0
cc,0,1,0,0,0,0
cdu,3,1,2,2,6,0
cdugoesafd,0,0,0,1,0,0
cdugoesmerz,1,0,0,0,0,0
cduler,0,0,1,0,0,0
cdurausausderregierung,0,3,0,0,0,0
cent,0,0,0,0,1,0
champion,0,0,0,1,0,0
chance,0,0,0,1,0,0
chancengerechtigkeit,0,0,1,0,0,0
chancengleichheit,0,1,1,0,0,0
chaps,0,1,0,0,0,0
checken,0,0,0,1,0,0
child,0,0,0,1,0,0
chinesisch,0,0,1,0,0,0
christ,0,0,0,0,1,0
christlich,0,0,1,0,0,0
christoph,0,0,0,0,0,1
cl,0,0,0,0,0,2
claim,0,0,0,1,0,0
clear,0,0,0,1,0,0
click,0,1,0,0,0,0
closing,0,0,0,1,0,0
co,0,0,0,0,3,0
combatting,0,0,0,1,0,0
congress,0,0,0,0,3,0
conservative,0,1,0,0,0,0
continue,0,0,0,1,0,0
cool,1,1,0,0,0,0
coole,1,0,0,0,0,0
copyright,0,0,0,1,0,0
corona,0,2,0,0,4,1
coronagipfel,0,1,0,0,0,0
correctness,0,0,0,1,0,0
couleur,0,0,0,0,1,0
crisis,0,0,0,1,0,0
csu,0,0,0,0,1,1
culturalappropiation,0,0,0,0,1,0
cultutre,0,1,0,0,0,0
da,4,2,3,4,3,0
dafür,0,0,1,0,1,0
daily,0,0,0,0,1,0
damit,0,1,0,0,0,0
danke,0,0,0,0,1,0
danken,0,0,1,0,1,0
dann,0,0,2,0,0,0
darauf,0,0,1,0,0,0
dass,1,0,1,1,1,0
data,2,0,0,0,0,0
datenlücke,1,0,0,0,0,0
datum,1,0,0,0,0,0
davor,0,0,0,0,1,0
dax,0,0,0,0,1,0
day,0,1,0,0,0,0
de,0,0,0,1,0,0
dear,0,0,0,1,0,0
debatte,0,5,2,1,0,1
deepfakes,2,0,0,0,0,0
definieren,0,0,2,0,0,0
demand,0,0,0,1,0,0
demnächst,0,0,0,0,1,0
democracies,0,0,0,1,0,0
democracy,0,0,0,1,0,0
democrat,0,0,0,0,1,0
democrats,0,0,0,0,1,0
demokratie,0,1,0,0,0,0
demokratisch,0,0,0,0,1,0
demokratische,0,0,0,0,1,0
demokratischer,0,0,1,0,0,0
demoskopen,0,0,0,0,1,0
denkbar,0,0,1,0,0,0
denken,1,6,0,1,1,0
denker,0,0,0,0,1,0
denn,0,0,0,1,0,1
dennoch,0,0,0,1,0,0
derer,0,0,1,0,0,0
derzeit,0,1,0,0,1,0
deshalb,0,0,3,0,0,0
design,0,0,0,1,0,0
deswegen,1,0,0,0,1,1
deut,0,0,1,0,0,0
deutlich,0,0,1,0,1,0
deutliche,0,0,0,0,1,0
deutsch,0,3,5,2,11,1
deutsche,0,0,1,1,5,1
deutschen,0,1,0,0,0,2
deutschesprache,0,0,2,1,1,0
deutschland,1,3,2,1,8,0
deutschlandabernormal,0,0,0,0,6,0
deutschsprachig,0,0,0,1,0,0
deutschtümelnden,0,1,0,0,0,0
dicht,0,0,0,0,1,0
die,0,2,0,0,0,0
diegruenen,0,0,0,0,0,1
dienen,0,0,0,0,1,0
dienstgraden,0,0,1,0,0,0
diese,0,0,1,0,0,0
diesel,0,0,0,0,1,0
dieseltechnologie,0,0,0,0,1,0
dieser,0,0,0,0,0,1
dieses,0,0,0,0,1,0
diffamieren,0,1,1,0,0,0
different,0,0,0,1,0,0
digitalisierung,2,0,0,1,0,0
digitaltour,1,0,0,0,0,0
diktat,0,0,0,0,1,1
diktatur,0,0,0,0,1,0
dingen,0,0,0,0,1,0
diplomatie,0,0,0,1,0,0
direkt,0,0,0,0,1,0
discriminating,0,0,0,1,0,0
discrimination,0,0,0,1,0,0
diskriminieren,0,0,1,0,1,0
diskriminierung,2,1,0,0,0,0
diskurs,0,1,0,0,0,0
diskussion,0,2,0,0,1,0
diskussionsteilnehmer,1,0,0,0,0,0
diskutieren,2,0,0,0,1,1
dissen,0,0,0,1,0,0
diverse,0,0,0,1,0,0
diversity,0,0,0,1,2,0
diversität,0,0,0,0,0,1
do,0,0,0,1,0,0
doch,0,0,0,0,1,0
doktrinären,0,1,0,0,0,0
dokument,0,0,0,0,1,0
dominieren,0,0,0,0,1,0
donnerstag,0,0,0,0,0,1
donor,0,0,0,1,0,0
doppelpunkt,3,1,2,0,0,0
doppelstrukturen,0,0,1,0,0,0
dort,0,0,0,0,1,0
dosis,0,0,1,0,0,0
dr,1,0,0,0,0,0
dramatische,0,0,0,0,1,0
drangsalieren,0,0,0,0,1,0
drehen,0,0,1,0,0,0
dreijährige,0,0,0,0,1,0
dringen,0,0,0,1,0,0
dringend,0,0,1,0,0,0
dritteln,0,0,0,0,1,0
drittletzter,1,0,0,0,0,0
drucken,0,0,0,0,1,0
dt,0,1,1,1,0,0
dtl,0,1,0,0,0,0
duden,1,0,1,0,6,1
dumm,0,0,0,1,1,0
durchgeknallten,0,0,0,0,1,0
durchlesen,0,0,0,1,0,0
durchschnitt,0,1,0,0,0,0
durchschnittlich,0,1,0,0,0,0
durchsetzen,2,0,0,0,1,0
durchspielen,0,0,1,0,0,0
dutzende,0,0,0,0,1,0
dämliches,0,1,0,0,0,0
dörner,0,0,1,0,0,0
dürfen,0,0,0,0,1,0
ebene,0,1,0,0,1,0
ebenfalls,1,0,0,0,0,0
echauffierten,1,0,0,0,0,0
echt,1,0,2,3,2,0
ecke,0,0,0,0,1,0
econtwitter,1,0,0,0,0,0
effektiv,1,0,0,0,0,0
egal,0,0,2,0,1,0
eh,0,0,1,0,0,0
ehe,0,0,0,0,1,0
eher,1,0,1,0,0,1
eigentlich,0,2,3,4,6,0
eigenverantwortliche,0,0,0,0,0,1
ein,1,0,2,0,3,0
eindeutig,0,0,1,0,0,1
eindiverspackung,0,0,0,0,1,0
eindruck,1,0,0,0,0,1
eindrucksvoll,0,0,0,0,1,0
eine,0,2,0,0,4,2
einer,0,1,0,0,0,0
einfach,2,3,7,2,3,1
einfallen,0,1,0,0,1,0
einfamilienhaus,0,0,0,0,0,1
einführung,0,0,0,0,2,0
eingebildet,1,0,0,0,0,0
eingehen,1,0,0,0,0,0
einheit,0,0,0,0,1,0
einheitlichkeit,0,0,0,0,0,1
einig,1,0,0,0,0,0
einigen,0,1,1,0,0,0
einklang,0,0,0,1,0,0
einladung,1,0,0,0,0,0
einmannpackung,0,0,0,0,1,0
einrichtung,0,0,1,0,0,0
eins,0,0,0,0,2,0
einsatz,0,0,1,0,0,0
einschränken,0,0,0,0,1,0
einsetzen,0,1,1,0,1,0
einwanderungsminister,1,0,0,0,0,0
einzig,0,1,1,1,1,0
ekd,0,0,0,0,1,0
eklige,0,1,0,0,0,0
elektroschocks,0,1,0,0,0,0
elite,0,1,1,0,2,0
elitendebatte,0,0,0,0,0,3
elitär,0,1,1,0,0,1
elke,0,0,0,0,1,0
elternteil,0,0,0,0,1,0
emanuelcleaver,0,0,0,0,1,0
emanzen,0,0,0,0,1,0
emanzipation,0,0,1,0,0,0
empfehlung,0,0,1,0,1,0
empfinden,0,1,1,0,0,0
empirie,1,0,0,0,0,0
empowerment,0,0,0,1,0,0
empowers,0,0,0,1,0,0
en,0,0,0,0,2,0
enden,1,0,0,0,2,1
endlich,1,0,1,0,0,0
energie,0,0,0,0,0,1
ens,0,0,0,4,1,0
enteignung,0,0,0,0,0,1
entgegenstellen,0,0,1,0,0,0
entgeltgleichheitsgesetz,1,0,0,1,0,0
entgelttransparenzgesetz,1,1,0,0,0,0
entlarven,0,0,0,0,1,0
entlasten,0,0,1,0,0,0
entscheiden,0,0,0,2,0,0
entscheidung,1,0,1,0,0,0
entschließungsanträgen,1,0,0,0,0,0
entschuldigen,0,0,0,1,0,0
entsprechen,0,0,1,0,0,0
entsprechend,0,0,0,0,1,0
entstehen,0,0,1,0,0,0
entweder,0,1,0,0,0,0
entwickeln,0,0,0,1,0,0
entwicklung,0,0,1,0,0,0
entwürfe,1,0,0,0,0,0
entwürfen,1,0,0,0,0,0
epa,0,0,0,0,1,0
equal,0,0,0,2,0,0
equality,0,0,1,4,0,0
equalpay,3,1,0,0,0,0
equalpayday,6,2,2,2,0,0
erbrochene,0,0,0,0,1,0
ereifern,0,0,1,0,0,0
erfahren,0,1,0,0,0,0
erfahrung,0,1,1,0,0,0
erfasst,1,0,0,0,0,0
erfinden,0,0,1,0,0,0
erfinder,0,0,0,0,1,0
erfolgen,0,0,0,0,0,1
erfolglos,0,0,0,0,1,0
erfolgreich,0,0,0,0,2,0
erfordern,0,1,0,0,0,1
erforschung,0,1,0,0,0,0
erfunden,0,1,0,0,0,0
erfüllen,1,0,0,0,0,0
ergebnis,0,0,0,0,1,0
ergänzung,0,0,1,0,0,0
erhalten,1,1,0,2,1,0
erhöhen,0,0,1,0,0,0
erinnern,0,1,1,0,1,0
erkennen,0,0,0,0,1,0
erklären,2,2,0,0,2,0
erlauben,1,0,0,0,0,0
erleben,0,1,0,0,0,0
ernannt,0,0,1,0,0,0
ernst,0,0,0,0,1,0
ernsthaftigkeit,1,0,0,0,0,0
erreichen,1,0,1,0,0,0
ersatz,0,0,0,1,0,0
erschreckend,0,0,0,0,0,1
erschweren,0,0,0,0,0,1
ersparen,0,0,1,0,0,0
erst,0,0,0,0,1,0
erstaunen,0,0,0,0,1,0
erstickt,0,0,0,0,1,0
erstmal,0,0,1,0,0,0
ertragen,0,0,1,0,0,0
erwähnen,0,0,1,0,0,0
erziehungsaufgabe,0,0,0,0,1,0
es,0,0,0,0,1,0
essen,0,0,3,0,0,0
establishment,0,0,0,0,0,1
etc,0,0,3,0,0,1
etwa,0,0,0,0,1,0
eu,0,0,0,3,0,0
eulenspiegel,1,0,0,0,0,0
euro,0,0,0,0,2,0
europa,1,0,0,0,0,0
europapolitik,1,0,0,0,0,0
europe,0,0,0,1,0,0
european,0,0,0,2,0,0
eusocialsummit21,0,0,0,1,0,0
evangelisch,0,0,0,0,1,0
eventuell,1,0,0,0,0,0
everyone,0,0,0,1,0,0
everywhere,0,0,0,1,0,0
exakt,0,1,0,0,0,0
exbürgerlichen,0,0,0,0,1,0
exclusion,0,0,0,1,0,0
exemplarisch,0,0,0,0,1,0
existent,0,0,0,0,1,0
existenz,0,0,0,0,3,0
existieren,0,1,0,0,0,0
experten,0,0,1,0,0,0
expertengespräch,0,0,0,0,1,0
explodieren,0,1,0,0,0,0
exportweltmeister,0,0,0,0,1,0
expression,0,0,0,1,0,0
exzessiv,1,0,0,0,0,0
fabian,0,0,0,0,0,1
face,0,0,0,1,0,0
facebook,0,0,0,1,0,0
fachen,0,0,0,0,1,0
fachfrage,0,0,1,0,0,0
fahren,0,1,0,0,0,0
fair,0,0,0,1,0,0
faire,1,0,0,0,0,0
fairer,0,0,0,0,1,0
fake,0,1,0,0,0,0
faktum,0,0,1,0,0,0
fall,0,0,0,0,2,0
falsch,0,2,5,0,0,0
familie,0,0,0,0,4,0
familien,0,0,0,0,1,0
familienpolitik,0,0,0,0,1,0
fan,0,0,0,0,1,0
fangen,0,1,0,0,0,0
far,0,0,0,1,0,0
farbfernsehens,0,0,0,0,2,0
faschos,0,1,0,0,0,0
fast,0,0,1,1,1,0
faulen,0,3,0,0,0,0
faz,0,0,1,0,2,0
fdp,0,0,0,0,0,1
fehlen,1,1,0,1,0,1
fehlend,0,0,1,0,0,0
fehler,0,0,0,0,1,0
fehleranfällig,1,0,0,0,0,0
feien,0,0,0,0,1,0
feier,0,1,0,0,0,0
feinde,0,1,0,0,0,0
feld,1,0,0,0,0,1
femininum,0,1,0,0,0,0
feminism,0,0,0,1,0,0
feminismus,0,2,0,0,1,0
feminist,1,0,0,0,0,0
feministen,0,0,0,0,1,0
feministenkrieg,0,0,0,0,1,0
feministisch,0,0,0,0,4,0
feministische,0,0,0,0,3,0
feministischen,0,2,0,0,0,0
fest,0,0,1,0,1,0
festmachen,0,0,0,0,1,0
festnehmen,0,1,0,0,0,0
fett,0,1,0,0,0,0
fff,0,0,1,0,0,0
fight,0,0,0,1,0,0
fighting,0,0,0,1,0,0
filmen,1,0,0,0,0,0
finde,0,0,0,0,0,1
finden,2,1,2,1,2,2
firlefanz,0,0,0,0,2,0
fixierung,0,0,0,1,0,0
fleischwolf,0,0,0,0,1,0
fließen,0,0,0,0,1,0
floods,0,0,0,1,0,0
flutkatastrophe,0,0,0,0,1,0
flüchtlingspolitik,0,0,0,0,1,0
focus,0,0,0,0,3,0
folge,0,0,0,0,1,1
folgen,0,1,0,1,0,0
foltern,0,1,0,0,0,0
for,0,0,0,6,0,0
fordern,1,1,1,0,1,1
forderung,0,0,1,0,0,0
form,3,0,0,0,0,0
formen,1,0,1,0,1,0
formulieren,1,0,0,0,0,1
forscher,0,1,0,0,0,0
forschern,0,0,0,0,1,0
forschung,0,0,0,1,1,1
forschungsfreiheit,0,0,1,0,0,0
fortentwicklung,0,0,1,0,0,0
fortschreiten,0,1,0,0,0,0
fortschreitend,0,1,0,0,0,0
fortschritt,1,0,0,0,0,0
