hashtag,GRUENE,FDP,SPD,CDUCSU,LINKE,AFD
#oberbürgermeisterin,0,0,0,0,0,1
#ohne,0,0,0,0,0,1
#olafscholz,0,0,0,0,1,0
#oldstports,1,0,0,0,0,0
#openborderfaschos,0,0,0,0,0,1
#orban,5,0,0,0,1,0
#original,0,0,0,0,0,1
#oscars2019,0,0,0,0,1,0
#paritaetsgesetz,0,0,0,0,0,1
#parité,1,0,1,0,0,1
#paytransparency,0,0,1,0,0,0
#petition,0,0,0,0,0,1
#petitionsausschuss,0,0,0,1,0,0
#pflege,0,0,0,0,2,0
#pflegenotstand,0,0,0,0,1,0
#pflegestärken,2,0,0,0,0,0
#pharmaziestattgenderstudies,0,0,0,0,0,1
#pirat,0,0,0,0,0,1
#piraten,0,0,0,0,0,2
#piratinnen,0,0,0,0,0,1
#plenarprotokoll,0,0,0,0,0,1
#poland,1,0,0,0,0,0
#polishstonewall,1,0,0,0,0,0
#politicalcorrectness,0,0,0,0,0,1
#politics,0,0,1,0,0,0
#politik,0,0,2,0,2,2
#polizei,0,0,0,0,0,1
#polizeipraesident,0,0,0,0,0,1
#polizeipräsident,0,0,0,0,0,1
#pontius,0,0,0,0,0,1
#poverty,1,0,0,0,0,0
#prade,0,0,0,0,0,1
#prayer,0,0,0,0,0,1
#pressforprogress,0,1,0,0,0,0
#priorität,0,0,0,0,0,1
#privatisierung,0,0,0,0,1,0
#probleme,0,0,0,0,0,1
#proehrenamt,0,0,0,1,0,0
#professor,0,0,0,0,0,1
#proquote,0,0,0,0,2,0
#pseudogerchtigkeitswahn,0,0,0,1,0,0
#qualitätsmedien,0,0,0,0,0,1
#queer,0,0,0,0,0,1
#quote,0,0,2,0,0,0
#quotierung,0,0,0,0,0,1
#radeberg,0,0,0,0,0,1
#radio,0,0,0,0,0,1
#rassismus,0,0,0,0,1,1
#raubbau,1,0,0,0,0,0
#rbbfritz,0,0,0,1,0,0
#rbg,1,0,0,0,0,0
#realsatire,0,0,0,0,0,1
#rechtschreibrat,0,0,1,0,0,0
#rechtschreibung,0,0,0,1,0,0
#rechtsstaat,1,0,0,0,0,0
#rednerpult,1,0,0,0,0,0
#regenbogen,0,0,1,0,0,0
#regenbogenportal,0,0,0,0,0,1
#regierung,0,0,0,1,0,0
#regierungen,0,0,0,0,0,1
#rehau,0,0,0,0,0,1
#rememberingnene,0,0,0,0,3,0
#rente,1,0,1,0,1,2
#rentenkommission,0,0,1,0,0,0
#rentenniveau,1,0,1,0,0,0
#rentenpaygap,0,0,0,0,1,0
#renter,0,0,0,0,0,1
#rentner,0,0,0,0,0,1
#respekt,0,1,0,1,0,0
#rip,1,0,0,0,0,1
#riseupforchange,0,0,0,0,1,0
#rlp,0,0,0,0,0,1
#rtltriell,0,0,0,1,0,0
#ruck,0,0,0,0,0,1
#ruleoflaw,0,0,3,0,0,0
#rumänien,1,0,0,0,0,0
#rundunfunk,0,0,0,0,0,1
#sachengibts,1,0,0,0,0,0
#sachsen,0,1,0,0,0,0
#sachsenanhalt,0,0,0,0,0,1
#sachsenanhaltwahl,0,0,0,0,0,1
#sanktionen,0,0,1,0,0,0
#schalke04,0,0,1,0,0,0
#scholz,0,0,0,1,0,0
#schulden,0,0,0,0,0,1
#schulen,1,0,0,0,0,2
#schutzraum,0,0,0,0,1,0
#schutzsuchende,0,0,0,0,0,1
#schwarzgrün,0,0,0,0,0,1
#schweden,0,0,0,0,0,1
#schwein,0,0,0,0,0,1
#schwesig,0,0,0,0,0,1
#schöpfer,0,0,0,0,0,1
#sdg,0,0,1,0,0,0
#security,0,1,0,0,0,0
#seehofer,1,0,0,0,2,1
#servicetweet,1,0,0,1,1,0
#settele,0,0,0,0,0,1
#sexismus,1,0,0,0,0,1
#sexuellevielfalt,0,0,0,0,0,1
#shisha,0,0,0,0,0,1
#siemens,0,0,0,0,0,1
#simoneveilwouldbehappy,1,0,0,0,0,0
#singer,0,0,0,0,0,1
#skandalgedicht,0,0,0,0,0,1
#smk,0,1,0,0,0,0
#soeder,0,0,0,0,1,0
#soforthilfe,0,0,0,0,0,1
#soldat,0,0,0,0,0,1
#solidarität,0,0,1,0,0,1
#southafrica,0,0,0,0,2,0
#sowas,0,0,0,1,0,0
#sozialstaat,0,0,0,0,0,1
#sozialwissenschaften,0,0,0,0,0,1
#spd,0,1,2,4,1,11
#spinner,0,0,0,0,0,1
#sprache,1,0,1,0,0,0
#sprachebewahren,0,0,0,1,0,0
#sprachleitfaden,0,0,0,0,0,1
#sprachnachrichten,0,0,0,0,0,2
#sprachpolizei,1,0,0,2,0,0
#sprachverhunzung,0,0,0,1,0,0
#srilanka,0,0,0,0,0,1
#staatsfunk,0,0,0,0,0,7
#stadtentwicklung,1,0,0,0,0,0
#startups,1,0,0,0,0,0
#stern,0,0,1,0,0,0
#steueraussenzahler,0,0,0,0,0,1
#steuergeld,0,0,0,0,0,1
#steuergeldverschwendung,0,0,0,0,0,1
#steuerinnenzahler,0,0,0,0,0,3
#steuerpolitik,1,0,0,0,0,0
#stiftungen,0,0,0,0,0,1
#studierende,0,0,0,0,0,1
#stuttgart,0,0,0,1,0,1
#suntum,0,0,0,0,0,1
#susanna,0,0,0,0,0,1
#sweden,0,0,2,0,0,0
#syrien,0,0,0,0,0,1
#systemwechsel,0,0,0,0,1,0
#söder,0,0,0,0,0,2
#sömmerda,0,0,0,0,0,1
#tagesschau,0,0,0,0,0,1
#taggesschau,0,0,0,0,0,1
#talkshow,0,0,0,0,0,1
#tampontax,1,0,0,0,0,0
#tariftreue,1,0,0,0,0,0
#taz,0,0,0,0,0,1
#tde2020,0,0,0,0,1,0
#tdor2019,0,0,0,0,1,0
#tdov,0,0,0,0,1,0
#tdov2021,0,0,0,0,1,0
#teilhabe,0,0,0,1,0,0
#thierse,0,0,0,0,1,0
#thueringen,0,0,0,0,0,1
#tonne,0,0,0,0,0,1
#tradition,0,0,0,0,0,1
#trans,0,0,0,0,0,1
#transdayofvisibility,0,0,0,0,1,0
#transgender,0,0,0,0,0,1
#transparenz,0,1,0,0,0,0
#transsexuelle,0,0,0,0,0,1
#triell,3,0,1,1,0,0
#trudeau,0,0,0,0,0,1
#trump,0,0,0,0,0,1
#twitter,0,0,0,1,0,0
#uckermark,0,0,0,1,0,0
#uct,0,0,0,0,1,0
#ulistein,0,0,0,0,0,1
#umgarn,0,0,0,0,0,1
#umverteilung,0,0,0,0,1,0
#un,1,0,0,0,0,0
#ungarn,5,1,0,0,0,0
#ungleichheit,0,0,1,0,0,0
#union,0,0,1,0,0,0
#unisextoilette,1,0,0,0,0,0
#unisyndrom,1,0,0,0,0,0
#universitäten,1,0,0,0,0,0
#unmigrationspakt,0,0,0,0,0,1
#unmiss,1,0,0,0,0,0
#unsc,0,0,1,0,0,0
#unsr1325,1,0,0,0,0,0
#unterdurchschnittlich,1,0,0,0,0,0
#unwomen,0,0,1,0,0,0
#uploadfilter,0,0,0,0,0,1
#usa,1,0,0,0,0,1
#vae,0,0,0,0,1,0
#vater,0,0,0,0,0,2
#vds,0,0,0,0,0,3
#vegan,0,0,0,0,0,1
#verachtung,0,0,0,0,0,1
#verantwortung,1,0,0,0,0,0
#verarmung,0,0,0,1,0,0
#verbandsklagerecht,0,0,0,0,1,0
#verbotsorgien,0,0,0,0,0,1
#verbotspartei,1,0,0,0,0,0
#verbotsparteicdu,1,0,0,0,0,0
#verbotspolitik,1,0,0,0,0,0
#vereine,0,0,0,1,0,0
#verfassungswidrig,0,0,0,0,0,1
#vergewaltigt,2,0,0,0,0,0
#vergewaltigungen,0,0,0,0,0,1
#versprecher,0,0,1,0,0,0
#verteufelung,0,0,0,0,0,1
#verwahrlosung,0,0,0,1,0,0
#vielfalt,1,0,1,0,0,0
#vielzutun,0,0,0,0,0,1
#volkes,0,0,0,0,0,1
#volkspartei,0,0,0,1,0,0
#volksverdummug,0,0,0,0,0,1
#volksverhetzung,0,0,0,0,1,0
#volkswirtschaft,0,0,0,0,0,1
#vonderleyen,0,0,0,0,0,3
#vorsitzende,0,0,0,1,0,0
#vox,0,0,0,0,0,1
#völligirre,0,0,0,0,0,1
#wagenknecht,1,0,0,0,0,0
#wahlkreis,0,0,1,0,0,0
#washington,0,0,0,0,0,1
#wasistdalos,0,0,1,0,0,0
#wasserstoff,0,1,0,0,0,0
#wefafrica19,0,0,0,0,1,0
#wegmit219a,0,0,1,0,0,0
#weiblichesfeingefühl,0,0,0,0,0,1
#weiblichesprache,1,0,0,0,0,0
#weihnachtsperson,0,1,0,0,0,0
#weimar,0,0,0,0,0,1
#weltfrauentag,4,1,2,0,3,2
#weltfrauentag2019,1,0,0,0,0,0
#weltfrauentag2021,0,0,1,0,0,0
#wertsachearbeit,0,0,0,1,0,0
#wertschätzung,0,1,0,0,0,0
#widerstand,0,0,0,0,0,1
#wikigap,0,0,0,0,1,0
#wikipedia,0,0,0,0,2,0
#wirholendasdirektmandat,0,0,0,0,0,5
#wirsindbereit,0,0,0,0,1,0
#wirstehenzusammen,0,0,0,0,0,1
#wirweichennicht,0,0,0,0,0,1
#wissenschaft,4,0,0,0,1,2
#wissenschaftler,0,0,0,0,0,1
#wissenschaftsfeindlichkeit,0,0,0,0,1,0
#wissenschaftsfreiheit,4,0,0,0,1,1
#wissenschaftsrat,1,0,0,0,0,0
#witzepolizei,0,0,0,1,0,0
#wk194,0,0,0,0,0,4
#wohlstands,0,0,0,0,0,1
#wohnungsnot,0,0,0,0,0,1
#womanboards,0,0,1,0,0,0
#womenclimatejustice,1,0,0,0,0,0
#womeninfootball,0,0,0,0,1,0
#womeninscienceday,0,0,0,0,1,0
#womenpeacesecurity,0,0,1,0,0,0
#womenrights,1,0,0,0,0,0
#womensday,0,0,2,0,0,0
#womensrights,0,0,2,0,0,0
#womensrightsarehumanrights,0,0,1,0,0,0
#wps2020,0,0,1,0,0,0
#wpsin2020,0,0,1,0,0,0
#wutbürger,0,0,0,0,1,0
#zdf,0,0,0,0,0,1
#zeitgeist,0,0,0,0,0,1
#zerodiscriminationday,0,0,0,0,1,0
#zukunft,0,0,1,0,0,0
#zukunftssicherung,0,0,0,0,0,1
#zusammenhalten,0,0,1,0,0,0
#öde,0,0,0,1,0,0
#öffentlichrechtlich,0,0,0,0,0,1
#örr,0,0,0,3,0,0
#österreich,1,0,0,0,0,0
#übermannt,1,0,0,0,0,0
